periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-EP01d. Malaria cases treated,105-MC04. Malaria in pregnancy,105-PS01b. Malaria Microscopy - Positive,105-PS02b. Malaria RDTs - Positive
202310,October 2023,202310,,JIZDvNlIhXS,Manafwa District,,,1753.0,131.0,1043.0,708.0
202310,October 2023,202310,,WyR8Eetj7Uw,Maracha District,,,12399.0,673.0,486.0,11659.0
202310,October 2023,202310,,KJkbK1YhjFb,Masaka City,,,1272.0,45.0,355.0,952.0
202310,October 2023,202310,,bIONCoCnt3Q,Masaka District,,,910.0,19.0,341.0,503.0
202310,October 2023,202310,,xr8EMirOASp,Masindi District,,,12122.0,141.0,1120.0,5186.0
202310,October 2023,202310,,mv4gKtY0qW8,Mayuge District,,,10852.0,513.0,1443.0,9779.0
202310,October 2023,202310,,ALFFOStwtqW,Mbale City,,,4505.0,189.0,1385.0,3580.0
202310,October 2023,202310,,yuo5ielNL7W,Mbale District,,,3727.0,162.0,494.0,3353.0
202310,October 2023,202310,,W7kX446X8Jn,Mbarara City,,,610.0,9.0,213.0,367.0
202310,October 2023,202310,,auswb7JO9wY,Mbarara District,,,1528.0,16.0,91.0,1089.0
202310,October 2023,202310,,FLygHiUd2UW,Mitooma District,,,2707.0,41.0,255.0,2277.0
202310,October 2023,202310,,Q7PaNIbyZII,Mityana District,,,11089.0,273.0,2833.0,6755.0
202310,October 2023,202310,,A9kRCvmn6Co,Moroto District,,,3041.0,42.0,89.0,2674.0
202310,October 2023,202310,,W0kQBddyGyh,Moyo District,,,9727.0,84.0,808.0,8685.0
202310,October 2023,202310,,YMMexeHFUay,Mpigi District,,,3533.0,73.0,1073.0,2110.0
202310,October 2023,202310,,lzWuB6bCQeV,Mubende District,,,12151.0,387.0,1852.0,7949.0
202310,October 2023,202310,,a0DfYpC2Rwl,Mukono District,,,11095.0,356.0,3641.0,6227.0
202310,October 2023,202310,,mOXva2xiwQv,Nabilatuk District,,,2829.0,66.0,173.0,2874.0
202310,October 2023,202310,,VuHCApXcMTm,Nakapiripirit District,,,3757.0,68.0,421.0,3130.0
202310,October 2023,202310,,aSbgVKaeCP0,Nakaseke District,,,4644.0,101.0,1123.0,3117.0
202310,October 2023,202310,,aUcYGQCK9ub,Nakasongola District,,,3603.0,156.0,946.0,2108.0
202310,October 2023,202310,,Ut0ysYGEipO,Namayingo District,,,11485.0,466.0,969.0,10329.0
202310,October 2023,202310,,TGzZPOmbgn8,Namisindwa District,,,1587.0,150.0,370.0,1223.0
202310,October 2023,202310,,esIUe2tQAtL,Namutumba District,,,5380.0,194.0,666.0,4207.0
202310,October 2023,202310,,EDhGji3EteB,Napak District,,,4665.0,79.0,301.0,4285.0
202310,October 2023,202310,,Xjc0LDFa5gW,Nebbi District,,,14244.0,374.0,536.0,10173.0
202310,October 2023,202310,,aj4hsYK3dVm,Ngora District,,,6334.0,446.0,1352.0,5280.0
202310,October 2023,202310,,z8D9ER36EKN,Ntoroko District,,,614.0,13.0,178.0,558.0
202310,October 2023,202310,,hAoe9dhZh9V,Ntungamo District,,,9508.0,103.0,673.0,8861.0
202310,October 2023,202310,,zNgVoDVPYgD,Nwoya District,,,11062.0,302.0,671.0,10672.0
202310,October 2023,202310,,uTMUclQ5bi6,Obongi District,,,11486.0,113.0,776.0,10781.0
202310,October 2023,202310,,S5fvUXgY54J,Omoro District,,,11302.0,318.0,744.0,10330.0
202310,October 2023,202310,,aXjub1BYn1y,Otuke District,,,2729.0,125.0,1101.0,1912.0
202310,October 2023,202310,,xpIFdCMhVHG,Oyam District,,,15742.0,965.0,1528.0,12848.0
202310,October 2023,202310,,aBrjuZk0W31,Pader District,,,16994.0,196.0,1920.0,12909.0
202310,October 2023,202310,,uqUyTPvQKII,Pakwach District,,,13718.0,377.0,1860.0,11210.0
202310,October 2023,202310,,WiVj4bEhX4P,Pallisa District,,,3059.0,209.0,287.0,2684.0
202310,October 2023,202310,,P8iz90eiIrW,Rakai District,,,5272.0,100.0,735.0,4149.0
202310,October 2023,202310,,wZrfAgC3WrU,Rubanda District,,,319.0,1.0,24.0,274.0
202310,October 2023,202310,,fS71jg1WYPk,Rubirizi District,,,1620.0,20.0,216.0,1481.0
202310,October 2023,202310,,fsP0Wxie1UW,Rukiga District,,,769.0,1.0,22.0,745.0
202310,October 2023,202310,,tugqr4dY6wq,Rukungiri District,,,5850.0,94.0,190.0,5250.0
202310,October 2023,202310,,tsugXWRXwGu,Rwampara District,,,701.0,11.0,32.0,642.0
202310,October 2023,202310,,j7AQsnEYmvi,Sembabule District,,,5151.0,148.0,985.0,4239.0
202310,October 2023,202310,,zJfpujxC1kD,Serere District,,,9976.0,398.0,537.0,9899.0
202310,October 2023,202310,,xAJgEKKAeRA,Sheema District,,,588.0,4.0,133.0,542.0
202310,October 2023,202310,,wJ2a6YKDFZW,Sironko District,,,4041.0,163.0,1075.0,2867.0
202310,October 2023,202310,,iRUvO30ij3h,Soroti City,,,4173.0,36.0,2327.0,1240.0
202310,October 2023,202310,,srmGjHrpVE5,Soroti District,,,5607.0,292.0,1759.0,4735.0
202310,October 2023,202310,,bJgx6UjvyoP,Terego District,,,21826.0,509.0,1668.0,19786.0
202310,October 2023,202310,,KhT80mlwJ3Y,Tororo District,,,5944.0,269.0,876.0,4806.0
202310,October 2023,202310,,aIahLLmtvgT,Wakiso District,,,21981.0,338.0,10878.0,7852.0
202310,October 2023,202310,,W1JM2Qdhcv3,Yumbe District,,,41783.0,758.0,3840.0,37830.0
202310,October 2023,202310,,A4aGXEfdb8P,Zombo District,,,5620.0,95.0,1003.0,2731.0
202311,November 2023,202311,,NREoMszwQZW,Abim District,,,5556.0,100.0,308.0,5172.0
202311,November 2023,202311,,QYiQ2KqgCxj,Adjumani District,,,25795.0,397.0,1954.0,21091.0
202311,November 2023,202311,,ztIyIYAzFKp,Agago District,,,23002.0,340.0,769.0,19817.0
202311,November 2023,202311,,p7EEgDEX3jT,Alebtong District,,,10065.0,352.0,1042.0,8306.0
202311,November 2023,202311,,ZuQHWOaFQVM,Amolatar District,,,4776.0,172.0,748.0,3992.0
202311,November 2023,202311,,a8RHFdF4DXL,Amudat District,,,2390.0,37.0,341.0,2055.0
202311,November 2023,202311,,TM6ccNxawqy,Amuria District,,,7917.0,238.0,614.0,7811.0
202311,November 2023,202311,,C0RSe3EWBqU,Amuru District,,,12244.0,283.0,526.0,8418.0
202311,November 2023,202311,,JyZJhGXKeEq,Apac District,,,14391.0,574.0,729.0,13575.0
202311,November 2023,202311,,iQTVPmAJPkr,Arua City,,,5571.0,238.0,1057.0,4318.0
202311,November 2023,202311,,WcB3kLlgRTb,Arua District,,,3964.0,193.0,94.0,2680.0
202311,November 2023,202311,,kb7iUQISRlx,Budaka District,,,4994.0,331.0,60.0,4335.0
202311,November 2023,202311,,AhwgeZQYj16,Bududa District,,,1261.0,88.0,237.0,1082.0
202311,November 2023,202311,,gUaoj8Geuao,Bugiri District,,,6133.0,163.0,535.0,5487.0
202311,November 2023,202311,,AIonX4LaJeU,Bugweri District,,,7393.0,288.0,445.0,6762.0
202311,November 2023,202311,,sWoNWQZ9qrD,Buhweju District,,,261.0,7.0,85.0,162.0
202311,November 2023,202311,,x75Yh65MaUa,Buikwe District,,,7876.0,218.0,3656.0,3259.0
202311,November 2023,202311,,tdZbtg9sZkO,Bukedea District,,,7198.0,352.0,522.0,6802.0
202311,November 2023,202311,,Ame30QOwuX6,Bukomansimbi District,,,3758.0,100.0,923.0,2668.0
202311,November 2023,202311,,e8m9ZYMRoeR,Bukwo District,,,378.0,2.0,103.0,341.0
202311,November 2023,202311,,auLatLbcOxf,Bulambuli District,,,3141.0,174.0,148.0,2769.0
202311,November 2023,202311,,CQTmrrriwOq,Buliisa District,,,4682.0,210.0,1073.0,2768.0
202311,November 2023,202311,,g8M1cWRJZV6,Bundibugyo District,,,8613.0,142.0,978.0,6126.0
202311,November 2023,202311,,iTfbtn6JUsN,Bunyangabu District,,,4016.0,38.0,961.0,2196.0
202311,November 2023,202311,,It5UGwdHAPF,Bushenyi District,,,1049.0,16.0,214.0,813.0
202311,November 2023,202311,,lkuO79O6mRx,Busia District,,,19096.0,429.0,554.0,18380.0
202311,November 2023,202311,,MtpE3CH6vq3,Butaleja District,,,4654.0,98.0,383.0,3611.0
202311,November 2023,202311,,a3LMKP8z8Xj,Butambala District,,,4312.0,76.0,789.0,3983.0
202311,November 2023,202311,,FDPqRvcW3NN,Butebo District,,,1620.0,119.0,823.0,1151.0
202311,November 2023,202311,,aZLZPPjqft0,Buvuma District,,,2107.0,84.0,470.0,1614.0
202311,November 2023,202311,,F3ccON3OCsL,Buyende District,,,5673.0,813.0,2468.0,4871.0
202311,November 2023,202311,,wMQ25dybdgH,Dokolo District,,,10871.0,404.0,256.0,10469.0
202311,November 2023,202311,,R1x33oSVR1M,Fort Portal City,,,1457.0,30.0,360.0,1246.0
202311,November 2023,202311,,lQj3yMM1lI7,Gomba District,,,3768.0,101.0,758.0,2973.0
202311,November 2023,202311,,szlrGpmFlu9,Gulu City,,,7332.0,191.0,1712.0,5316.0
202311,November 2023,202311,,Gwk4wkLz7EW,Gulu District,,,10153.0,239.0,219.0,10142.0
202311,November 2023,202311,,ZqJ9w7mzitv,Hoima City,,,1765.0,40.0,489.0,704.0
202311,November 2023,202311,,PJFtfCyp6Rb,Hoima District,,,4743.0,296.0,1827.0,2662.0
202311,November 2023,202311,,r8WLxW9JwsS,Ibanda District,,,9070.0,140.0,1159.0,7050.0
202311,November 2023,202311,,oNxpMjveyZt,Iganga District,,,18659.0,725.0,2482.0,17484.0
202311,November 2023,202311,,UaR7OHycj8c,Isingiro District,,,6261.0,74.0,694.0,5314.0
202311,November 2023,202311,,wRApaxY2zJf,Jinja City,,,4615.0,127.0,2030.0,2773.0
202311,November 2023,202311,,aJR2ZxSH7g4,Jinja District,,,6340.0,212.0,1058.0,4446.0
202311,November 2023,202311,,eOJUW6OGpc7,Kaabong District,,,4163.0,92.0,216.0,2730.0
202311,November 2023,202311,,zBIpPzKYFLp,Kabale District,,,543.0,2.0,141.0,402.0
202311,November 2023,202311,,m77oR1YJESj,Kabarole District,,,4040.0,71.0,490.0,2889.0
202311,November 2023,202311,,QoRZB7xc3j9,Kaberamaido District,,,8074.0,227.0,1539.0,5818.0
202311,November 2023,202311,,orgY0d5MJa9,Kagadi District,,,6457.0,263.0,186.0,3860.0
202311,November 2023,202311,,Lnewt3iIJaK,Kakumiro District,,,2841.0,159.0,419.0,2611.0
202311,November 2023,202311,,KOnkIf4N6jA,Kalaki District,,,6597.0,157.0,1074.0,5679.0
202311,November 2023,202311,,JrHILmtK0OU,Kalangala District,,,363.0,19.0,81.0,292.0
202311,November 2023,202311,,kJCEJnXLgnh,Kaliro District,,,6310.0,929.0,2147.0,4323.0
202311,November 2023,202311,,ahyi8Uq4vaj,Kalungu District,,,2652.0,77.0,498.0,1493.0
202311,November 2023,202311,,aXmBzv61LbM,Kampala District,,,16241.0,380.0,11135.0,5222.0
202311,November 2023,202311,,oyygQ2STBST,Kamuli District,,,15401.0,766.0,2565.0,12287.0
202311,November 2023,202311,,uCVQXAdKqL9,Kamwenge District,,,12288.0,306.0,1954.0,9274.0
202311,November 2023,202311,,aphcy5JTnd6,Kanungu District,,,6719.0,100.0,496.0,6004.0
202311,November 2023,202311,,aginheWSLef,Kapchorwa District,,,553.0,14.0,92.0,465.0
202311,November 2023,202311,,mvN9LBbpf7X,Kapelebyong District,,,4600.0,191.0,114.0,3795.0
202311,November 2023,202311,,Hmh5JQLls1d,Karenga District,,,1843.0,65.0,244.0,1564.0
202311,November 2023,202311,,aa8xVDzSpte,Kasese District,,,15618.0,241.0,3487.0,11699.0
202311,November 2023,202311,,Pvl4FVXO0RD,Kassanda District,,,6113.0,174.0,1806.0,4634.0
202311,November 2023,202311,,cSrCFjPKqcG,Katakwi District,,,7013.0,316.0,1306.0,4923.0
202311,November 2023,202311,,ykxQEnZGXkj,Kayunga District,,,8618.0,350.0,3692.0,4537.0
202311,November 2023,202311,,AS2Seq1grGE,Kazo District,,,4603.0,91.0,383.0,3972.0
202311,November 2023,202311,,tM3DsJxMaMX,Kibaale District,,,1549.0,138.0,492.0,1345.0
202311,November 2023,202311,,GLHh0BXys9w,Kiboga District,,,5907.0,58.0,2873.0,2697.0
202311,November 2023,202311,,Oyxwe3iDqpR,Kibuku District,,,17396.0,675.0,357.0,14521.0
202311,November 2023,202311,,L5WBetpBpY3,Kikuube District,,,11942.0,375.0,6986.0,4823.0
202311,November 2023,202311,,qf9xWZu7Dq8,Kiruhura District,,,3000.0,56.0,119.0,2632.0
202311,November 2023,202311,,B0G9cqixld8,Kiryandongo District,,,11389.0,440.0,2809.0,9699.0
202311,November 2023,202311,,aPhSZRinfbg,Kisoro District,,,1665.0,6.0,89.0,1608.0
202311,November 2023,202311,,qKmESX5Owwr,Kitagwenda District,,,4261.0,68.0,1071.0,3175.0
202311,November 2023,202311,,pnTVIF5v27r,Kitgum District,,,14431.0,257.0,1286.0,11912.0
202311,November 2023,202311,,iqsaGItA68C,Koboko District,,,9051.0,338.0,312.0,8247.0
202311,November 2023,202311,,Y4LV8xqkv6J,Kole District,,,9485.0,1164.0,979.0,8663.0
202311,November 2023,202311,,aPZzL4CyBTg,Kotido District,,,10505.0,90.0,154.0,10117.0
202311,November 2023,202311,,saT18HClZoz,Kumi District,,,10670.0,414.0,2996.0,6988.0
202311,November 2023,202311,,gCN6sU5BjlR,Kwania District,,,8470.0,391.0,766.0,7024.0
202311,November 2023,202311,,h1O9AvNR4jS,Kween District,,,1056.0,9.0,172.0,820.0
202311,November 2023,202311,,IVuiLJYABw6,Kyankwanzi District,,,4400.0,303.0,1729.0,3663.0
202311,November 2023,202311,,a9tQqo1rSj7,Kyegegwa District,,,11781.0,290.0,3110.0,4037.0
202311,November 2023,202311,,O9MoQcpZ4uA,Kyenjojo District,,,11753.0,235.0,1190.0,10493.0
202311,November 2023,202311,,REJuxCmTwXG,Kyotera District,,,6462.0,120.0,1836.0,4643.0
202311,November 2023,202311,,xy0M4HhjXtD,Lamwo District,,,19376.0,239.0,1741.0,12261.0
202311,November 2023,202311,,ullSvMrkHdi,Lira City,,,5341.0,99.0,2415.0,3574.0
202311,November 2023,202311,,Lj8t70RYnEt,Lira District,,,7851.0,174.0,2169.0,5543.0
202311,November 2023,202311,,hn1AlYtF1Pu,Luuka District,,,14893.0,907.0,1151.0,12921.0
202311,November 2023,202311,,tr9XWtYsL5P,Luwero District,,,14422.0,393.0,4872.0,8237.0
202311,November 2023,202311,,aqpd0Y9eXZ2,Lwengo District,,,4003.0,133.0,1101.0,2740.0
202311,November 2023,202311,,aPRNSGUR3vk,Lyantonde District,,,1397.0,26.0,228.0,1221.0
202311,November 2023,202311,,bLoH4VbxCGI,Madi-Okollo District,,,18367.0,243.0,1071.0,15145.0
202311,November 2023,202311,,JIZDvNlIhXS,Manafwa District,,,2519.0,157.0,510.0,3206.0
202311,November 2023,202311,,WyR8Eetj7Uw,Maracha District,,,13449.0,602.0,673.0,11869.0
202311,November 2023,202311,,KJkbK1YhjFb,Masaka City,,,1416.0,60.0,342.0,1077.0
202311,November 2023,202311,,bIONCoCnt3Q,Masaka District,,,1011.0,22.0,337.0,474.0
202311,November 2023,202311,,xr8EMirOASp,Masindi District,,,6131.0,199.0,1134.0,5063.0
202311,November 2023,202311,,mv4gKtY0qW8,Mayuge District,,,15951.0,729.0,1503.0,14627.0
202311,November 2023,202311,,ALFFOStwtqW,Mbale City,,,4130.0,100.0,1338.0,2699.0
202311,November 2023,202311,,yuo5ielNL7W,Mbale District,,,4473.0,181.0,878.0,3836.0
202311,November 2023,202311,,W7kX446X8Jn,Mbarara City,,,556.0,13.0,164.0,280.0
202311,November 2023,202311,,auswb7JO9wY,Mbarara District,,,1096.0,8.0,119.0,853.0
202311,November 2023,202311,,FLygHiUd2UW,Mitooma District,,,2455.0,36.0,212.0,2323.0
202311,November 2023,202311,,Q7PaNIbyZII,Mityana District,,,12156.0,213.0,4103.0,7267.0
202311,November 2023,202311,,A9kRCvmn6Co,Moroto District,,,2510.0,45.0,166.0,2500.0
202311,November 2023,202311,,W0kQBddyGyh,Moyo District,,,7827.0,117.0,389.0,6489.0
202311,November 2023,202311,,YMMexeHFUay,Mpigi District,,,3430.0,77.0,1101.0,1833.0
202311,November 2023,202311,,lzWuB6bCQeV,Mubende District,,,10387.0,287.0,2388.0,7188.0
202311,November 2023,202311,,a0DfYpC2Rwl,Mukono District,,,10891.0,369.0,4111.0,4657.0
202311,November 2023,202311,,mOXva2xiwQv,Nabilatuk District,,,1772.0,23.0,160.0,3785.0
202311,November 2023,202311,,VuHCApXcMTm,Nakapiripirit District,,,5540.0,97.0,447.0,4666.0
202311,November 2023,202311,,aSbgVKaeCP0,Nakaseke District,,,5327.0,103.0,1512.0,2516.0
202311,November 2023,202311,,aUcYGQCK9ub,Nakasongola District,,,7660.0,157.0,1734.0,5333.0
202311,November 2023,202311,,Ut0ysYGEipO,Namayingo District,,,10477.0,535.0,822.0,9364.0
202311,November 2023,202311,,TGzZPOmbgn8,Namisindwa District,,,3641.0,164.0,215.0,3079.0
202311,November 2023,202311,,esIUe2tQAtL,Namutumba District,,,5040.0,151.0,963.0,3796.0
202311,November 2023,202311,,EDhGji3EteB,Napak District,,,5745.0,97.0,267.0,4937.0
202311,November 2023,202311,,Xjc0LDFa5gW,Nebbi District,,,16115.0,458.0,651.0,10842.0
202311,November 2023,202311,,aj4hsYK3dVm,Ngora District,,,5269.0,489.0,1360.0,3232.0
202311,November 2023,202311,,z8D9ER36EKN,Ntoroko District,,,593.0,8.0,189.0,310.0
202311,November 2023,202311,,hAoe9dhZh9V,Ntungamo District,,,8697.0,93.0,1277.0,7203.0
202311,November 2023,202311,,zNgVoDVPYgD,Nwoya District,,,11076.0,296.0,529.0,9594.0
202311,November 2023,202311,,uTMUclQ5bi6,Obongi District,,,10307.0,98.0,635.0,9113.0
202311,November 2023,202311,,S5fvUXgY54J,Omoro District,,,12596.0,420.0,551.0,11636.0
202311,November 2023,202311,,aXjub1BYn1y,Otuke District,,,6662.0,322.0,233.0,6504.0
202311,November 2023,202311,,xpIFdCMhVHG,Oyam District,,,21872.0,1378.0,1287.0,21008.0
202311,November 2023,202311,,aBrjuZk0W31,Pader District,,,21018.0,185.0,2267.0,13808.0
202311,November 2023,202311,,uqUyTPvQKII,Pakwach District,,,7748.0,169.0,131.0,7079.0
202311,November 2023,202311,,WiVj4bEhX4P,Pallisa District,,,3978.0,258.0,191.0,3101.0
202311,November 2023,202311,,P8iz90eiIrW,Rakai District,,,5527.0,113.0,1076.0,4326.0
202311,November 2023,202311,,wZrfAgC3WrU,Rubanda District,,,273.0,4.0,24.0,223.0
202311,November 2023,202311,,fS71jg1WYPk,Rubirizi District,,,1647.0,7.0,169.0,1449.0
202311,November 2023,202311,,fsP0Wxie1UW,Rukiga District,,,773.0,3.0,18.0,762.0
202311,November 2023,202311,,tugqr4dY6wq,Rukungiri District,,,4572.0,78.0,151.0,3742.0
202311,November 2023,202311,,tsugXWRXwGu,Rwampara District,,,704.0,10.0,66.0,674.0
202311,November 2023,202311,,j7AQsnEYmvi,Sembabule District,,,5508.0,152.0,1133.0,4336.0
202311,November 2023,202311,,zJfpujxC1kD,Serere District,,,9477.0,386.0,659.0,9743.0
202311,November 2023,202311,,xAJgEKKAeRA,Sheema District,,,481.0,4.0,125.0,480.0
202311,November 2023,202311,,wJ2a6YKDFZW,Sironko District,,,4075.0,215.0,368.0,3424.0
202311,November 2023,202311,,iRUvO30ij3h,Soroti City,,,4595.0,49.0,1965.0,1441.0
202311,November 2023,202311,,srmGjHrpVE5,Soroti District,,,5976.0,234.0,2451.0,4483.0
202311,November 2023,202311,,bJgx6UjvyoP,Terego District,,,25964.0,701.0,630.0,25423.0
202311,November 2023,202311,,KhT80mlwJ3Y,Tororo District,,,7305.0,223.0,518.0,6409.0
202311,November 2023,202311,,aIahLLmtvgT,Wakiso District,,,24746.0,467.0,9604.0,14037.0
202311,November 2023,202311,,W1JM2Qdhcv3,Yumbe District,,,39458.0,656.0,1951.0,33723.0
202311,November 2023,202311,,A4aGXEfdb8P,Zombo District,,,7152.0,157.0,676.0,6049.0
202312,December 2023,202312,,NREoMszwQZW,Abim District,,,5877.0,166.0,305.0,5778.0
202312,December 2023,202312,,QYiQ2KqgCxj,Adjumani District,,,23472.0,330.0,1821.0,20480.0
202312,December 2023,202312,,ztIyIYAzFKp,Agago District,,,14516.0,299.0,1435.0,12069.0
202312,December 2023,202312,,p7EEgDEX3jT,Alebtong District,,,6994.0,343.0,136.0,5901.0
202312,December 2023,202312,,ZuQHWOaFQVM,Amolatar District,,,9802.0,517.0,417.0,9014.0
202312,December 2023,202312,,a8RHFdF4DXL,Amudat District,,,2248.0,67.0,116.0,2142.0
202312,December 2023,202312,,TM6ccNxawqy,Amuria District,,,10590.0,210.0,697.0,9206.0
202312,December 2023,202312,,C0RSe3EWBqU,Amuru District,,,10462.0,281.0,368.0,9489.0
202312,December 2023,202312,,JyZJhGXKeEq,Apac District,,,10978.0,487.0,861.0,8789.0
202312,December 2023,202312,,iQTVPmAJPkr,Arua City,,,4131.0,359.0,1280.0,3138.0
202312,December 2023,202312,,WcB3kLlgRTb,Arua District,,,3047.0,101.0,160.0,2142.0
202312,December 2023,202312,,kb7iUQISRlx,Budaka District,,,5243.0,323.0,194.0,5200.0
202312,December 2023,202312,,AhwgeZQYj16,Bududa District,,,1054.0,105.0,625.0,866.0
202312,December 2023,202312,,gUaoj8Geuao,Bugiri District,,,6128.0,227.0,568.0,4333.0
202312,December 2023,202312,,AIonX4LaJeU,Bugweri District,,,7306.0,357.0,408.0,6370.0
202312,December 2023,202312,,sWoNWQZ9qrD,Buhweju District,,,217.0,1.0,72.0,87.0
202312,December 2023,202312,,x75Yh65MaUa,Buikwe District,,,9673.0,310.0,2897.0,6448.0
202312,December 2023,202312,,tdZbtg9sZkO,Bukedea District,,,11894.0,881.0,501.0,10347.0
202312,December 2023,202312,,Ame30QOwuX6,Bukomansimbi District,,,2300.0,56.0,461.0,1936.0
202312,December 2023,202312,,e8m9ZYMRoeR,Bukwo District,,,589.0,7.0,181.0,588.0
202312,December 2023,202312,,auLatLbcOxf,Bulambuli District,,,4003.0,113.0,169.0,3590.0
202312,December 2023,202312,,CQTmrrriwOq,Buliisa District,,,3860.0,140.0,1059.0,2019.0
202312,December 2023,202312,,g8M1cWRJZV6,Bundibugyo District,,,4474.0,135.0,882.0,2894.0
202312,December 2023,202312,,iTfbtn6JUsN,Bunyangabu District,,,2074.0,35.0,670.0,1239.0
202312,December 2023,202312,,It5UGwdHAPF,Bushenyi District,,,889.0,10.0,241.0,697.0
202312,December 2023,202312,,lkuO79O6mRx,Busia District,,,14520.0,243.0,508.0,13801.0
202312,December 2023,202312,,MtpE3CH6vq3,Butaleja District,,,3756.0,151.0,543.0,2838.0
202312,December 2023,202312,,a3LMKP8z8Xj,Butambala District,,,3757.0,79.0,526.0,3510.0
202312,December 2023,202312,,FDPqRvcW3NN,Butebo District,,,3189.0,136.0,304.0,2352.0
202312,December 2023,202312,,aZLZPPjqft0,Buvuma District,,,3204.0,38.0,392.0,2812.0
202312,December 2023,202312,,F3ccON3OCsL,Buyende District,,,9017.0,1258.0,1926.0,9671.0
202312,December 2023,202312,,wMQ25dybdgH,Dokolo District,,,7596.0,314.0,167.0,7311.0
202312,December 2023,202312,,R1x33oSVR1M,Fort Portal City,,,955.0,10.0,365.0,671.0
202312,December 2023,202312,,lQj3yMM1lI7,Gomba District,,,3305.0,130.0,537.0,2747.0
202312,December 2023,202312,,szlrGpmFlu9,Gulu City,,,8461.0,135.0,2208.0,5572.0
202312,December 2023,202312,,Gwk4wkLz7EW,Gulu District,,,9203.0,257.0,291.0,8018.0
202312,December 2023,202312,,ZqJ9w7mzitv,Hoima City,,,1597.0,25.0,482.0,745.0
202312,December 2023,202312,,PJFtfCyp6Rb,Hoima District,,,4067.0,267.0,1757.0,2756.0
202312,December 2023,202312,,r8WLxW9JwsS,Ibanda District,,,7008.0,74.0,727.0,6083.0
202312,December 2023,202312,,oNxpMjveyZt,Iganga District,,,17934.0,727.0,3081.0,16682.0
202312,December 2023,202312,,UaR7OHycj8c,Isingiro District,,,4888.0,64.0,661.0,3822.0
202312,December 2023,202312,,wRApaxY2zJf,Jinja City,,,5849.0,117.0,2613.0,3674.0
202312,December 2023,202312,,aJR2ZxSH7g4,Jinja District,,,7855.0,188.0,1015.0,6504.0
202312,December 2023,202312,,eOJUW6OGpc7,Kaabong District,,,4095.0,85.0,83.0,2838.0
202312,December 2023,202312,,zBIpPzKYFLp,Kabale District,,,484.0,6.0,138.0,358.0
202312,December 2023,202312,,m77oR1YJESj,Kabarole District,,,1680.0,54.0,483.0,983.0
202312,December 2023,202312,,QoRZB7xc3j9,Kaberamaido District,,,8310.0,201.0,963.0,7920.0
202312,December 2023,202312,,orgY0d5MJa9,Kagadi District,,,2875.0,232.0,1049.0,2197.0
202312,December 2023,202312,,Lnewt3iIJaK,Kakumiro District,,,3291.0,148.0,534.0,2738.0
202312,December 2023,202312,,KOnkIf4N6jA,Kalaki District,,,6566.0,145.0,1007.0,5736.0
202312,December 2023,202312,,JrHILmtK0OU,Kalangala District,,,465.0,19.0,73.0,391.0
202312,December 2023,202312,,kJCEJnXLgnh,Kaliro District,,,11845.0,882.0,846.0,10544.0
202312,December 2023,202312,,ahyi8Uq4vaj,Kalungu District,,,2169.0,65.0,659.0,1644.0
202312,December 2023,202312,,aXmBzv61LbM,Kampala District,,,18996.0,444.0,9591.0,6539.0
202312,December 2023,202312,,oyygQ2STBST,Kamuli District,,,26101.0,974.0,2107.0,22260.0
202312,December 2023,202312,,uCVQXAdKqL9,Kamwenge District,,,10051.0,248.0,3224.0,4533.0
202312,December 2023,202312,,aphcy5JTnd6,Kanungu District,,,4378.0,110.0,134.0,3856.0
202312,December 2023,202312,,aginheWSLef,Kapchorwa District,,,866.0,3.0,142.0,827.0
202312,December 2023,202312,,mvN9LBbpf7X,Kapelebyong District,,,5222.0,152.0,70.0,4938.0
202312,December 2023,202312,,Hmh5JQLls1d,Karenga District,,,2134.0,36.0,366.0,1774.0
202312,December 2023,202312,,aa8xVDzSpte,Kasese District,,,9050.0,110.0,2046.0,6231.0
202312,December 2023,202312,,Pvl4FVXO0RD,Kassanda District,,,6722.0,178.0,1829.0,4779.0
202312,December 2023,202312,,cSrCFjPKqcG,Katakwi District,,,14439.0,787.0,560.0,12348.0
202312,December 2023,202312,,ykxQEnZGXkj,Kayunga District,,,9149.0,340.0,3236.0,6063.0
202312,December 2023,202312,,AS2Seq1grGE,Kazo District,,,4037.0,59.0,552.0,3584.0
202312,December 2023,202312,,tM3DsJxMaMX,Kibaale District,,,1972.0,125.0,2123.0,1301.0
202312,December 2023,202312,,GLHh0BXys9w,Kiboga District,,,5338.0,43.0,3116.0,3343.0
202312,December 2023,202312,,Oyxwe3iDqpR,Kibuku District,,,19553.0,491.0,297.0,18603.0
202312,December 2023,202312,,L5WBetpBpY3,Kikuube District,,,10540.0,347.0,6233.0,3481.0
202312,December 2023,202312,,qf9xWZu7Dq8,Kiruhura District,,,2632.0,45.0,486.0,2271.0
202312,December 2023,202312,,B0G9cqixld8,Kiryandongo District,,,10794.0,375.0,3178.0,6460.0
202312,December 2023,202312,,aPhSZRinfbg,Kisoro District,,,1005.0,11.0,49.0,783.0
202312,December 2023,202312,,qKmESX5Owwr,Kitagwenda District,,,2638.0,35.0,476.0,2142.0
202312,December 2023,202312,,pnTVIF5v27r,Kitgum District,,,12067.0,234.0,1477.0,9624.0
