periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-EP01d. Malaria cases treated,105-MC04. Malaria in pregnancy,105-PS01b. Malaria Microscopy - Positive,105-PS02b. Malaria RDTs - Positive
202501,January 2025,202501,,NREoMszwQZW,Abim District,,,4679.0,107.0,118.0,3883.0
202501,January 2025,202501,,QYiQ2KqgCxj,Adjumani District,,,6209.0,144.0,1056.0,3836.0
202501,January 2025,202501,,ztIyIYAzFKp,Agago District,,,18301.0,321.0,694.0,16998.0
202501,January 2025,202501,,p7EEgDEX3jT,Alebtong District,,,8080.0,494.0,402.0,6411.0
202501,January 2025,202501,,ZuQHWOaFQVM,Amolatar District,,,4610.0,109.0,552.0,4596.0
202501,January 2025,202501,,a8RHFdF4DXL,Amudat District,,,862.0,28.0,205.0,668.0
202501,January 2025,202501,,TM6ccNxawqy,Amuria District,,,9207.0,305.0,983.0,8377.0
202501,January 2025,202501,,C0RSe3EWBqU,Amuru District,,,6024.0,259.0,632.0,4535.0
202501,January 2025,202501,,JyZJhGXKeEq,Apac District,,,8256.0,372.0,1343.0,5175.0
202501,January 2025,202501,,iQTVPmAJPkr,Arua City,,,4807.0,398.0,912.0,3488.0
202501,January 2025,202501,,WcB3kLlgRTb,Arua District,,,1140.0,114.0,151.0,752.0
202501,January 2025,202501,,kb7iUQISRlx,Budaka District,,,6709.0,220.0,1311.0,5983.0
202501,January 2025,202501,,AhwgeZQYj16,Bududa District,,,1537.0,65.0,447.0,1420.0
202501,January 2025,202501,,gUaoj8Geuao,Bugiri District,,,4490.0,165.0,554.0,3186.0
202501,January 2025,202501,,AIonX4LaJeU,Bugweri District,,,8075.0,423.0,2052.0,5277.0
202501,January 2025,202501,,sWoNWQZ9qrD,Buhweju District,,,218.0,1.0,34.0,197.0
202501,January 2025,202501,,x75Yh65MaUa,Buikwe District,,,7451.0,274.0,1638.0,5386.0
202501,January 2025,202501,,tdZbtg9sZkO,Bukedea District,,,12779.0,582.0,3398.0,8484.0
202501,January 2025,202501,,Ame30QOwuX6,Bukomansimbi District,,,2343.0,109.0,475.0,1853.0
202501,January 2025,202501,,e8m9ZYMRoeR,Bukwo District,,,575.0,11.0,157.0,564.0
202501,January 2025,202501,,auLatLbcOxf,Bulambuli District,,,7043.0,163.0,202.0,3482.0
202501,January 2025,202501,,CQTmrrriwOq,Buliisa District,,,6111.0,133.0,623.0,3389.0
202501,January 2025,202501,,g8M1cWRJZV6,Bundibugyo District,,,3946.0,77.0,203.0,2387.0
202501,January 2025,202501,,iTfbtn6JUsN,Bunyangabu District,,,863.0,43.0,202.0,580.0
202501,January 2025,202501,,It5UGwdHAPF,Bushenyi District,,,684.0,11.0,109.0,638.0
202501,January 2025,202501,,lkuO79O6mRx,Busia District,,,9981.0,249.0,2307.0,6320.0
202501,January 2025,202501,,MtpE3CH6vq3,Butaleja District,,,5530.0,82.0,1111.0,3954.0
202501,January 2025,202501,,a3LMKP8z8Xj,Butambala District,,,1674.0,57.0,111.0,1541.0
202501,January 2025,202501,,FDPqRvcW3NN,Butebo District,,,2965.0,65.0,1102.0,1452.0
202501,January 2025,202501,,aZLZPPjqft0,Buvuma District,,,2417.0,103.0,347.0,2070.0
202501,January 2025,202501,,F3ccON3OCsL,Buyende District,,,8714.0,1234.0,3225.0,4939.0
202501,January 2025,202501,,wMQ25dybdgH,Dokolo District,,,10302.0,337.0,193.0,9001.0
202501,January 2025,202501,,R1x33oSVR1M,Fort Portal City,,,604.0,10.0,216.0,325.0
202501,January 2025,202501,,lQj3yMM1lI7,Gomba District,,,2123.0,101.0,635.0,1501.0
202501,January 2025,202501,,szlrGpmFlu9,Gulu City,,,4561.0,145.0,1702.0,2639.0
202501,January 2025,202501,,Gwk4wkLz7EW,Gulu District,,,4932.0,227.0,784.0,3653.0
202501,January 2025,202501,,ZqJ9w7mzitv,Hoima City,,,1112.0,40.0,571.0,527.0
202501,January 2025,202501,,PJFtfCyp6Rb,Hoima District,,,2727.0,229.0,1143.0,1930.0
202501,January 2025,202501,,r8WLxW9JwsS,Ibanda District,,,8405.0,201.0,889.0,6990.0
202501,January 2025,202501,,oNxpMjveyZt,Iganga District,,,19396.0,778.0,2737.0,14555.0
202501,January 2025,202501,,UaR7OHycj8c,Isingiro District,,,4839.0,45.0,279.0,4493.0
202501,January 2025,202501,,wRApaxY2zJf,Jinja City,,,7319.0,231.0,1804.0,5154.0
202501,January 2025,202501,,aJR2ZxSH7g4,Jinja District,,,8491.0,316.0,1438.0,4891.0
202501,January 2025,202501,,eOJUW6OGpc7,Kaabong District,,,3452.0,103.0,86.0,2796.0
202501,January 2025,202501,,zBIpPzKYFLp,Kabale District,,,337.0,1.0,98.0,245.0
202501,January 2025,202501,,m77oR1YJESj,Kabarole District,,,578.0,5.0,75.0,474.0
202501,January 2025,202501,,QoRZB7xc3j9,Kaberamaido District,,,6468.0,158.0,2020.0,3861.0
202501,January 2025,202501,,orgY0d5MJa9,Kagadi District,,,4589.0,198.0,214.0,3762.0
202501,January 2025,202501,,Lnewt3iIJaK,Kakumiro District,,,4543.0,241.0,829.0,3245.0
202501,January 2025,202501,,KOnkIf4N6jA,Kalaki District,,,4935.0,161.0,1869.0,3236.0
202501,January 2025,202501,,JrHILmtK0OU,Kalangala District,,,674.0,15.0,104.0,514.0
202501,January 2025,202501,,kJCEJnXLgnh,Kaliro District,,,9132.0,1260.0,6848.0,5463.0
202501,January 2025,202501,,ahyi8Uq4vaj,Kalungu District,,,2475.0,78.0,769.0,1569.0
202501,January 2025,202501,,aXmBzv61LbM,Kampala District,,,10420.0,248.0,6381.0,4184.0
202501,January 2025,202501,,oyygQ2STBST,Kamuli District,,,24353.0,1024.0,4604.0,18520.0
202501,January 2025,202501,,uCVQXAdKqL9,Kamwenge District,,,11096.0,176.0,1296.0,10195.0
202501,January 2025,202501,,aphcy5JTnd6,Kanungu District,,,1802.0,59.0,115.0,1366.0
202501,January 2025,202501,,aginheWSLef,Kapchorwa District,,,729.0,6.0,193.0,545.0
202501,January 2025,202501,,mvN9LBbpf7X,Kapelebyong District,,,3088.0,84.0,56.0,2763.0
202501,January 2025,202501,,Hmh5JQLls1d,Karenga District,,,1167.0,43.0,127.0,822.0
202501,January 2025,202501,,aa8xVDzSpte,Kasese District,,,5127.0,68.0,783.0,3741.0
202501,January 2025,202501,,Pvl4FVXO0RD,Kassanda District,,,5058.0,272.0,544.0,2755.0
202501,January 2025,202501,,cSrCFjPKqcG,Katakwi District,,,6212.0,592.0,735.0,5110.0
202501,January 2025,202501,,ykxQEnZGXkj,Kayunga District,,,12986.0,512.0,4567.0,7338.0
202501,January 2025,202501,,AS2Seq1grGE,Kazo District,,,6591.0,167.0,492.0,5103.0
202501,January 2025,202501,,tM3DsJxMaMX,Kibaale District,,,2085.0,150.0,739.0,1692.0
202501,January 2025,202501,,GLHh0BXys9w,Kiboga District,,,3678.0,61.0,955.0,2560.0
202501,January 2025,202501,,Oyxwe3iDqpR,Kibuku District,,,16070.0,962.0,3287.0,9935.0
202501,January 2025,202501,,L5WBetpBpY3,Kikuube District,,,8897.0,326.0,3246.0,5039.0
202501,January 2025,202501,,qf9xWZu7Dq8,Kiruhura District,,,4026.0,40.0,366.0,3392.0
202501,January 2025,202501,,B0G9cqixld8,Kiryandongo District,,,8220.0,491.0,1150.0,7658.0
202501,January 2025,202501,,aPhSZRinfbg,Kisoro District,,,1623.0,3.0,28.0,1514.0
202501,January 2025,202501,,qKmESX5Owwr,Kitagwenda District,,,2364.0,52.0,328.0,2107.0
202501,January 2025,202501,,pnTVIF5v27r,Kitgum District,,,10423.0,298.0,1061.0,8442.0
202501,January 2025,202501,,iqsaGItA68C,Koboko District,,,2233.0,130.0,219.0,1964.0
202501,January 2025,202501,,Y4LV8xqkv6J,Kole District,,,5548.0,752.0,647.0,4421.0
202501,January 2025,202501,,aPZzL4CyBTg,Kotido District,,,4363.0,94.0,129.0,1858.0
202501,January 2025,202501,,saT18HClZoz,Kumi District,,,11560.0,340.0,2585.0,7880.0
202501,January 2025,202501,,gCN6sU5BjlR,Kwania District,,,6670.0,204.0,610.0,5524.0
202501,January 2025,202501,,h1O9AvNR4jS,Kween District,,,1122.0,9.0,89.0,892.0
202501,January 2025,202501,,IVuiLJYABw6,Kyankwanzi District,,,3764.0,213.0,1728.0,2061.0
202501,January 2025,202501,,a9tQqo1rSj7,Kyegegwa District,,,10190.0,218.0,346.0,10271.0
202501,January 2025,202501,,O9MoQcpZ4uA,Kyenjojo District,,,6327.0,193.0,863.0,6420.0
202501,January 2025,202501,,REJuxCmTwXG,Kyotera District,,,5461.0,86.0,1316.0,4206.0
202501,January 2025,202501,,xy0M4HhjXtD,Lamwo District,,,12816.0,201.0,675.0,9452.0
202501,January 2025,202501,,ullSvMrkHdi,Lira City,,,4862.0,145.0,2410.0,2849.0
202501,January 2025,202501,,Lj8t70RYnEt,Lira District,,,5571.0,246.0,1900.0,3648.0
202501,January 2025,202501,,hn1AlYtF1Pu,Luuka District,,,14370.0,792.0,1319.0,13046.0
202501,January 2025,202501,,tr9XWtYsL5P,Luwero District,,,12671.0,397.0,5377.0,8387.0
202501,January 2025,202501,,aqpd0Y9eXZ2,Lwengo District,,,3586.0,116.0,1034.0,2362.0
202501,January 2025,202501,,aPRNSGUR3vk,Lyantonde District,,,1650.0,15.0,255.0,1489.0
202501,January 2025,202501,,bLoH4VbxCGI,Madi-Okollo District,,,2728.0,180.0,435.0,2014.0
202501,January 2025,202501,,JIZDvNlIhXS,Manafwa District,,,3723.0,185.0,1591.0,2184.0
202501,January 2025,202501,,WyR8Eetj7Uw,Maracha District,,,1629.0,146.0,234.0,1597.0
202501,January 2025,202501,,KJkbK1YhjFb,Masaka City,,,1185.0,41.0,439.0,607.0
202501,January 2025,202501,,bIONCoCnt3Q,Masaka District,,,765.0,28.0,522.0,341.0
202501,January 2025,202501,,xr8EMirOASp,Masindi District,,,5702.0,238.0,961.0,5409.0
202501,January 2025,202501,,mv4gKtY0qW8,Mayuge District,,,13806.0,702.0,3009.0,11183.0
202501,January 2025,202501,,ALFFOStwtqW,Mbale City,,,7402.0,250.0,3225.0,3415.0
202501,January 2025,202501,,yuo5ielNL7W,Mbale District,,,7921.0,203.0,1655.0,5896.0
202501,January 2025,202501,,W7kX446X8Jn,Mbarara City,,,730.0,7.0,298.0,643.0
202501,January 2025,202501,,auswb7JO9wY,Mbarara District,,,1083.0,22.0,212.0,932.0
202501,January 2025,202501,,FLygHiUd2UW,Mitooma District,,,2958.0,75.0,64.0,2700.0
202501,January 2025,202501,,Q7PaNIbyZII,Mityana District,,,7144.0,145.0,1264.0,5090.0
202501,January 2025,202501,,A9kRCvmn6Co,Moroto District,,,2353.0,29.0,244.0,1789.0
202501,January 2025,202501,,W0kQBddyGyh,Moyo District,,,1603.0,43.0,279.0,1264.0
202501,January 2025,202501,,YMMexeHFUay,Mpigi District,,,2309.0,56.0,716.0,1445.0
202501,January 2025,202501,,lzWuB6bCQeV,Mubende District,,,9379.0,354.0,1599.0,6534.0
202501,January 2025,202501,,a0DfYpC2Rwl,Mukono District,,,10074.0,266.0,3083.0,4264.0
202501,January 2025,202501,,mOXva2xiwQv,Nabilatuk District,,,2475.0,61.0,260.0,1334.0
202501,January 2025,202501,,VuHCApXcMTm,Nakapiripirit District,,,4284.0,96.0,1237.0,2801.0
202501,January 2025,202501,,aSbgVKaeCP0,Nakaseke District,,,5092.0,88.0,1580.0,2827.0
202501,January 2025,202501,,aUcYGQCK9ub,Nakasongola District,,,8766.0,192.0,931.0,6908.0
202501,January 2025,202501,,Ut0ysYGEipO,Namayingo District,,,4262.0,187.0,1003.0,3643.0
202501,January 2025,202501,,TGzZPOmbgn8,Namisindwa District,,,2893.0,175.0,705.0,1989.0
202501,January 2025,202501,,esIUe2tQAtL,Namutumba District,,,5319.0,203.0,1246.0,3713.0
202501,January 2025,202501,,EDhGji3EteB,Napak District,,,4731.0,34.0,331.0,3044.0
202501,January 2025,202501,,Xjc0LDFa5gW,Nebbi District,,,4645.0,151.0,325.0,4222.0
202501,January 2025,202501,,aj4hsYK3dVm,Ngora District,,,5292.0,133.0,816.0,2587.0
202501,January 2025,202501,,z8D9ER36EKN,Ntoroko District,,,502.0,13.0,227.0,352.0
202501,January 2025,202501,,hAoe9dhZh9V,Ntungamo District,,,2829.0,27.0,405.0,2178.0
202501,January 2025,202501,,zNgVoDVPYgD,Nwoya District,,,6034.0,287.0,605.0,4439.0
202501,January 2025,202501,,uTMUclQ5bi6,Obongi District,,,874.0,12.0,152.0,796.0
202501,January 2025,202501,,S5fvUXgY54J,Omoro District,,,7422.0,260.0,835.0,5996.0
202501,January 2025,202501,,aXjub1BYn1y,Otuke District,,,6153.0,330.0,823.0,5430.0
202501,January 2025,202501,,xpIFdCMhVHG,Oyam District,,,13153.0,1375.0,1552.0,11652.0
202501,January 2025,202501,,aBrjuZk0W31,Pader District,,,8673.0,148.0,2067.0,5626.0
202501,January 2025,202501,,uqUyTPvQKII,Pakwach District,,,1668.0,77.0,142.0,1362.0
202501,January 2025,202501,,WiVj4bEhX4P,Pallisa District,,,4935.0,492.0,543.0,5668.0
202501,January 2025,202501,,P8iz90eiIrW,Rakai District,,,3553.0,89.0,659.0,2830.0
202501,January 2025,202501,,wZrfAgC3WrU,Rubanda District,,,255.0,3.0,11.0,232.0
202501,January 2025,202501,,fS71jg1WYPk,Rubirizi District,,,3879.0,72.0,246.0,3446.0
202501,January 2025,202501,,fsP0Wxie1UW,Rukiga District,,,177.0,3.0,5.0,172.0
202501,January 2025,202501,,tugqr4dY6wq,Rukungiri District,,,1250.0,21.0,150.0,1089.0
202501,January 2025,202501,,tsugXWRXwGu,Rwampara District,,,876.0,16.0,27.0,1067.0
202501,January 2025,202501,,j7AQsnEYmvi,Sembabule District,,,3947.0,153.0,1050.0,3076.0
202501,January 2025,202501,,zJfpujxC1kD,Serere District,,,9532.0,381.0,2604.0,8326.0
202501,January 2025,202501,,xAJgEKKAeRA,Sheema District,,,390.0,5.0,96.0,327.0
202501,January 2025,202501,,wJ2a6YKDFZW,Sironko District,,,5112.0,245.0,1033.0,3982.0
202501,January 2025,202501,,iRUvO30ij3h,Soroti City,,,4273.0,91.0,2492.0,1138.0
202501,January 2025,202501,,srmGjHrpVE5,Soroti District,,,6659.0,300.0,1939.0,3477.0
202501,January 2025,202501,,bJgx6UjvyoP,Terego District,,,4234.0,141.0,211.0,2843.0
202501,January 2025,202501,,KhT80mlwJ3Y,Tororo District,,,5134.0,111.0,482.0,4665.0
202501,January 2025,202501,,aIahLLmtvgT,Wakiso District,,,21582.0,426.0,9290.0,8539.0
202501,January 2025,202501,,W1JM2Qdhcv3,Yumbe District,,,6255.0,260.0,771.0,5032.0
202501,January 2025,202501,,A4aGXEfdb8P,Zombo District,,,1311.0,63.0,323.0,1038.0
202502,February 2025,202502,,NREoMszwQZW,Abim District,,,4458.0,135.0,247.0,3970.0
202502,February 2025,202502,,QYiQ2KqgCxj,Adjumani District,,,5157.0,101.0,1140.0,3485.0
202502,February 2025,202502,,ztIyIYAzFKp,Agago District,,,13430.0,330.0,656.0,11353.0
202502,February 2025,202502,,p7EEgDEX3jT,Alebtong District,,,7315.0,393.0,406.0,5918.0
202502,February 2025,202502,,ZuQHWOaFQVM,Amolatar District,,,3475.0,94.0,737.0,2261.0
202502,February 2025,202502,,a8RHFdF4DXL,Amudat District,,,1158.0,25.0,70.0,760.0
202502,February 2025,202502,,TM6ccNxawqy,Amuria District,,,8148.0,209.0,685.0,7313.0
202502,February 2025,202502,,C0RSe3EWBqU,Amuru District,,,4089.0,99.0,120.0,3226.0
202502,February 2025,202502,,JyZJhGXKeEq,Apac District,,,7246.0,342.0,893.0,6772.0
202502,February 2025,202502,,iQTVPmAJPkr,Arua City,,,4212.0,343.0,976.0,3750.0
202502,February 2025,202502,,WcB3kLlgRTb,Arua District,,,747.0,49.0,152.0,500.0
202502,February 2025,202502,,kb7iUQISRlx,Budaka District,,,8549.0,498.0,509.0,6584.0
202502,February 2025,202502,,AhwgeZQYj16,Bududa District,,,1397.0,48.0,314.0,1147.0
202502,February 2025,202502,,gUaoj8Geuao,Bugiri District,,,3583.0,166.0,385.0,3033.0
202502,February 2025,202502,,AIonX4LaJeU,Bugweri District,,,7816.0,353.0,1278.0,6590.0
202502,February 2025,202502,,sWoNWQZ9qrD,Buhweju District,,,153.0,2.0,33.0,104.0
202502,February 2025,202502,,x75Yh65MaUa,Buikwe District,,,5893.0,222.0,1859.0,3933.0
202502,February 2025,202502,,tdZbtg9sZkO,Bukedea District,,,11473.0,687.0,1215.0,10706.0
202502,February 2025,202502,,Ame30QOwuX6,Bukomansimbi District,,,1619.0,85.0,448.0,1184.0
202502,February 2025,202502,,e8m9ZYMRoeR,Bukwo District,,,613.0,3.0,175.0,633.0
202502,February 2025,202502,,auLatLbcOxf,Bulambuli District,,,3500.0,114.0,108.0,3284.0
202502,February 2025,202502,,CQTmrrriwOq,Buliisa District,,,3638.0,238.0,324.0,3081.0
202502,February 2025,202502,,g8M1cWRJZV6,Bundibugyo District,,,4132.0,59.0,452.0,2544.0
202502,February 2025,202502,,iTfbtn6JUsN,Bunyangabu District,,,636.0,23.0,116.0,389.0
202502,February 2025,202502,,It5UGwdHAPF,Bushenyi District,,,676.0,6.0,135.0,563.0
202502,February 2025,202502,,lkuO79O6mRx,Busia District,,,8431.0,174.0,1792.0,6201.0
202502,February 2025,202502,,MtpE3CH6vq3,Butaleja District,,,5168.0,130.0,479.0,3843.0
202502,February 2025,202502,,a3LMKP8z8Xj,Butambala District,,,1254.0,39.0,123.0,1206.0
202502,February 2025,202502,,FDPqRvcW3NN,Butebo District,,,5357.0,47.0,669.0,3355.0
202502,February 2025,202502,,aZLZPPjqft0,Buvuma District,,,1978.0,48.0,358.0,1620.0
202502,February 2025,202502,,F3ccON3OCsL,Buyende District,,,9368.0,1140.0,2393.0,7936.0
202502,February 2025,202502,,wMQ25dybdgH,Dokolo District,,,7838.0,285.0,146.0,13421.0
202502,February 2025,202502,,R1x33oSVR1M,Fort Portal City,,,584.0,9.0,205.0,267.0
202502,February 2025,202502,,lQj3yMM1lI7,Gomba District,,,2105.0,85.0,810.0,1066.0
202502,February 2025,202502,,szlrGpmFlu9,Gulu City,,,3267.0,160.0,1397.0,1897.0
202502,February 2025,202502,,Gwk4wkLz7EW,Gulu District,,,3633.0,103.0,464.0,3333.0
202502,February 2025,202502,,ZqJ9w7mzitv,Hoima City,,,1093.0,26.0,510.0,355.0
202502,February 2025,202502,,PJFtfCyp6Rb,Hoima District,,,2146.0,190.0,578.0,1342.0
202502,February 2025,202502,,r8WLxW9JwsS,Ibanda District,,,6034.0,112.0,699.0,5682.0
202502,February 2025,202502,,oNxpMjveyZt,Iganga District,,,21093.0,961.0,2875.0,18590.0
202502,February 2025,202502,,UaR7OHycj8c,Isingiro District,,,4083.0,51.0,309.0,3672.0
202502,February 2025,202502,,wRApaxY2zJf,Jinja City,,,6611.0,216.0,1988.0,4546.0
202502,February 2025,202502,,aJR2ZxSH7g4,Jinja District,,,8680.0,250.0,1459.0,6804.0
202502,February 2025,202502,,eOJUW6OGpc7,Kaabong District,,,3027.0,85.0,403.0,2449.0
202502,February 2025,202502,,zBIpPzKYFLp,Kabale District,,,281.0,2.0,81.0,206.0
202502,February 2025,202502,,m77oR1YJESj,Kabarole District,,,429.0,13.0,70.0,300.0
202502,February 2025,202502,,QoRZB7xc3j9,Kaberamaido District,,,6242.0,132.0,810.0,4982.0
202502,February 2025,202502,,orgY0d5MJa9,Kagadi District,,,4235.0,257.0,171.0,2911.0
202502,February 2025,202502,,Lnewt3iIJaK,Kakumiro District,,,2925.0,411.0,478.0,2598.0
202502,February 2025,202502,,KOnkIf4N6jA,Kalaki District,,,4534.0,98.0,801.0,3872.0
202502,February 2025,202502,,JrHILmtK0OU,Kalangala District,,,560.0,19.0,71.0,424.0
202502,February 2025,202502,,kJCEJnXLgnh,Kaliro District,,,9680.0,1023.0,2144.0,8226.0
202502,February 2025,202502,,ahyi8Uq4vaj,Kalungu District,,,2105.0,75.0,703.0,1364.0
202502,February 2025,202502,,aXmBzv61LbM,Kampala District,,,7660.0,173.0,4476.0,3746.0
202502,February 2025,202502,,oyygQ2STBST,Kamuli District,,,25074.0,1007.0,864.0,19298.0
202502,February 2025,202502,,uCVQXAdKqL9,Kamwenge District,,,8130.0,150.0,2201.0,5017.0
202502,February 2025,202502,,aphcy5JTnd6,Kanungu District,,,1444.0,12.0,129.0,1213.0
202502,February 2025,202502,,aginheWSLef,Kapchorwa District,,,775.0,11.0,73.0,711.0
202502,February 2025,202502,,mvN9LBbpf7X,Kapelebyong District,,,3018.0,83.0,80.0,2872.0
202502,February 2025,202502,,Hmh5JQLls1d,Karenga District,,,812.0,23.0,100.0,676.0
202502,February 2025,202502,,aa8xVDzSpte,Kasese District,,,3610.0,61.0,678.0,2773.0
202502,February 2025,202502,,Pvl4FVXO0RD,Kassanda District,,,3530.0,178.0,808.0,2201.0
202502,February 2025,202502,,cSrCFjPKqcG,Katakwi District,,,7996.0,274.0,249.0,7192.0
202502,February 2025,202502,,ykxQEnZGXkj,Kayunga District,,,9918.0,288.0,5258.0,4204.0
202502,February 2025,202502,,AS2Seq1grGE,Kazo District,,,5320.0,167.0,271.0,5005.0
202502,February 2025,202502,,tM3DsJxMaMX,Kibaale District,,,2048.0,150.0,875.0,1547.0
202502,February 2025,202502,,GLHh0BXys9w,Kiboga District,,,2641.0,52.0,701.0,1921.0
202502,February 2025,202502,,Oyxwe3iDqpR,Kibuku District,,,17375.0,972.0,532.0,16836.0
202502,February 2025,202502,,L5WBetpBpY3,Kikuube District,,,8146.0,270.0,2682.0,4578.0
202502,February 2025,202502,,qf9xWZu7Dq8,Kiruhura District,,,3405.0,58.0,315.0,3128.0
202502,February 2025,202502,,B0G9cqixld8,Kiryandongo District,,,6009.0,222.0,1182.0,3943.0
202502,February 2025,202502,,aPhSZRinfbg,Kisoro District,,,294.0,10.0,11.0,219.0
202502,February 2025,202502,,qKmESX5Owwr,Kitagwenda District,,,1487.0,51.0,566.0,775.0
202502,February 2025,202502,,pnTVIF5v27r,Kitgum District,,,7810.0,143.0,1069.0,6591.0
202502,February 2025,202502,,iqsaGItA68C,Koboko District,,,1727.0,117.0,158.0,1378.0
202502,February 2025,202502,,Y4LV8xqkv6J,Kole District,,,4586.0,462.0,758.0,3886.0
202502,February 2025,202502,,aPZzL4CyBTg,Kotido District,,,4010.0,52.0,212.0,1674.0
202502,February 2025,202502,,saT18HClZoz,Kumi District,,,11679.0,352.0,2411.0,9047.0
202502,February 2025,202502,,gCN6sU5BjlR,Kwania District,,,4595.0,78.0,543.0,4584.0
202502,February 2025,202502,,h1O9AvNR4jS,Kween District,,,1061.0,14.0,46.0,796.0
202502,February 2025,202502,,IVuiLJYABw6,Kyankwanzi District,,,2519.0,124.0,1233.0,1001.0
202502,February 2025,202502,,a9tQqo1rSj7,Kyegegwa District,,,7536.0,184.0,376.0,6438.0
202502,February 2025,202502,,O9MoQcpZ4uA,Kyenjojo District,,,3790.0,146.0,714.0,3535.0
202502,February 2025,202502,,REJuxCmTwXG,Kyotera District,,,4557.0,74.0,1061.0,3382.0
202502,February 2025,202502,,xy0M4HhjXtD,Lamwo District,,,9661.0,139.0,343.0,8736.0
202502,February 2025,202502,,ullSvMrkHdi,Lira City,,,3529.0,133.0,1254.0,2698.0
202502,February 2025,202502,,Lj8t70RYnEt,Lira District,,,5812.0,199.0,856.0,4283.0
202502,February 2025,202502,,hn1AlYtF1Pu,Luuka District,,,13721.0,857.0,484.0,13104.0
202502,February 2025,202502,,tr9XWtYsL5P,Luwero District,,,12504.0,363.0,3684.0,7193.0
202502,February 2025,202502,,aqpd0Y9eXZ2,Lwengo District,,,3471.0,114.0,766.0,2485.0
202502,February 2025,202502,,aPRNSGUR3vk,Lyantonde District,,,1547.0,1.0,278.0,1164.0
202502,February 2025,202502,,bLoH4VbxCGI,Madi-Okollo District,,,2187.0,197.0,176.0,1437.0
202502,February 2025,202502,,JIZDvNlIhXS,Manafwa District,,,3192.0,52.0,476.0,2670.0
202502,February 2025,202502,,WyR8Eetj7Uw,Maracha District,,,2412.0,208.0,341.0,1911.0
202502,February 2025,202502,,KJkbK1YhjFb,Masaka City,,,957.0,16.0,352.0,476.0
202502,February 2025,202502,,bIONCoCnt3Q,Masaka District,,,785.0,35.0,370.0,333.0
202502,February 2025,202502,,xr8EMirOASp,Masindi District,,,4083.0,124.0,1318.0,2606.0
202502,February 2025,202502,,mv4gKtY0qW8,Mayuge District,,,20008.0,818.0,1360.0,12263.0
202502,February 2025,202502,,ALFFOStwtqW,Mbale City,,,7067.0,265.0,2710.0,3580.0
202502,February 2025,202502,,yuo5ielNL7W,Mbale District,,,8342.0,213.0,1125.0,6320.0
202502,February 2025,202502,,W7kX446X8Jn,Mbarara City,,,701.0,7.0,213.0,393.0
202502,February 2025,202502,,auswb7JO9wY,Mbarara District,,,1011.0,26.0,91.0,794.0
202502,February 2025,202502,,FLygHiUd2UW,Mitooma District,,,2051.0,56.0,67.0,2064.0
202502,February 2025,202502,,Q7PaNIbyZII,Mityana District,,,5816.0,141.0,1634.0,3527.0
202502,February 2025,202502,,A9kRCvmn6Co,Moroto District,,,1883.0,13.0,170.0,1652.0
202502,February 2025,202502,,W0kQBddyGyh,Moyo District,,,1473.0,32.0,223.0,1241.0
202502,February 2025,202502,,YMMexeHFUay,Mpigi District,,,2262.0,54.0,798.0,1273.0
202502,February 2025,202502,,lzWuB6bCQeV,Mubende District,,,7869.0,291.0,919.0,5846.0
202502,February 2025,202502,,a0DfYpC2Rwl,Mukono District,,,7992.0,256.0,2582.0,2582.0
202502,February 2025,202502,,mOXva2xiwQv,Nabilatuk District,,,1963.0,60.0,76.0,1773.0
202502,February 2025,202502,,VuHCApXcMTm,Nakapiripirit District,,,4715.0,165.0,360.0,4077.0
202502,February 2025,202502,,aSbgVKaeCP0,Nakaseke District,,,3936.0,94.0,1306.0,2430.0
202502,February 2025,202502,,aUcYGQCK9ub,Nakasongola District,,,5504.0,128.0,484.0,4478.0
202502,February 2025,202502,,Ut0ysYGEipO,Namayingo District,,,4395.0,205.0,715.0,3968.0
202502,February 2025,202502,,TGzZPOmbgn8,Namisindwa District,,,2827.0,257.0,605.0,2050.0
202502,February 2025,202502,,esIUe2tQAtL,Namutumba District,,,6646.0,187.0,778.0,5546.0
202502,February 2025,202502,,EDhGji3EteB,Napak District,,,3460.0,61.0,306.0,1803.0
202502,February 2025,202502,,Xjc0LDFa5gW,Nebbi District,,,3799.0,159.0,493.0,3426.0
202502,February 2025,202502,,aj4hsYK3dVm,Ngora District,,,6009.0,259.0,427.0,4217.0
202502,February 2025,202502,,z8D9ER36EKN,Ntoroko District,,,492.0,7.0,225.0,278.0
202502,February 2025,202502,,hAoe9dhZh9V,Ntungamo District,,,2158.0,37.0,354.0,1860.0
202502,February 2025,202502,,zNgVoDVPYgD,Nwoya District,,,5022.0,231.0,511.0,3776.0
202502,February 2025,202502,,uTMUclQ5bi6,Obongi District,,,976.0,19.0,169.0,862.0
202502,February 2025,202502,,S5fvUXgY54J,Omoro District,,,5911.0,297.0,946.0,4466.0
202502,February 2025,202502,,aXjub1BYn1y,Otuke District,,,5289.0,153.0,275.0,4214.0
202502,February 2025,202502,,xpIFdCMhVHG,Oyam District,,,11477.0,860.0,451.0,11546.0
202502,February 2025,202502,,aBrjuZk0W31,Pader District,,,6635.0,182.0,1370.0,4674.0
202502,February 2025,202502,,uqUyTPvQKII,Pakwach District,,,1021.0,56.0,24.0,880.0
202502,February 2025,202502,,WiVj4bEhX4P,Pallisa District,,,8612.0,448.0,593.0,8038.0
