district,year,month,avg_temp_max,avg_temp_min,sum_precipitation,avg_humidity,sum_sunshine_hours
Otuke,2021,10,31.01,18.83,79.6,62.94,334.67
Ngora,2017,11,28.99,18.8,72.4,70.03,313.16
Ngora,2017,12,33.34,19.55,5.4,49.77,331.67
Amudat,2018,11,30.94,18.85,6.2,50.1,331.02
Serere,2018,7,26.26,17.94,85.5,76.77,329.68
Kiruhura,2021,11,27.27,15.58,61.2,74.67,288.06
Amudat,2018,9,29.56,17.46,28.7,55.33,330.46
Sironko,2017,1,34.08,19.46,12.4,36.48,346.2
Otuke,2024,9,30.36,18.52,89.6,65.77,326.42
Amuru,2018,9,28.56,19.06,99.7,71.8,322.49
Moyo,2024,12,31.63,20.14,4.5,46.29,331.16
Busia,2023,1,29.19,16.28,16.8,66.35,349.21
Omoro,2020,3,31.14,20.53,114.2,68.61,325.04
Amuru,2020,12,29.7,18.44,12.4,57.23,338.11
Kole,2024,2,33.38,20.71,9.1,49.55,308.31
Amuru,2023,1,32.12,19.38,0.0,39.32,335.06
Nwoya,2024,3,34.22,21.06,42.4,56.16,332.28
Busia,2023,11,26.99,17.0,291.0,85.4,288.48
Amuru,2019,3,33.63,21.11,13.6,46.29,341.25
Kole,2019,5,28.09,19.35,201.6,80.26,322.28
Kole,2017,11,28.82,18.34,79.7,68.5,306.21
Nwoya,2020,1,30.64,19.22,35.6,53.03,320.38
Moyo,2020,8,26.65,19.16,257.9,82.1,321.38
Busia,2022,8,25.79,15.94,148.0,81.0,303.33
Nwoya,2022,1,32.07,19.01,36.0,45.84,310.18
Kole,2021,6,27.62,18.35,63.2,72.03,327.12
Nwoya,2022,9,27.84,17.9,175.6,79.77,310.25
Kole,2021,4,28.16,19.03,142.4,76.97,309.13
Nwoya,2024,12,31.95,18.3,19.1,54.81,330.73
Busia,2018,4,24.88,17.05,304.5,87.83,234.86
Amuru,2024,10,28.45,18.7,126.3,76.23,318.75
Amuru,2021,1,30.74,19.34,3.9,50.9,332.09
Amuru,2021,2,32.73,20.41,0.4,36.43,301.23
Amuru,2021,4,28.2,19.34,121.6,77.4,305.92
Busia,2020,10,26.82,16.97,259.1,83.87,305.93
Moyo,2020,10,27.24,19.41,239.5,82.81,315.91
Amuru,2019,4,30.88,20.8,87.0,66.33,319.95
Nwoya,2022,11,28.24,18.3,144.4,80.03,267.76
Amuru,2018,10,28.45,19.28,142.0,74.16,315.7
Amuru,2022,11,27.92,18.29,100.6,77.17,288.6
Amuru,2017,12,32.39,19.87,0.7,41.39,330.8
Kole,2023,12,30.88,19.15,35.5,60.84,325.26
Kole,2022,2,32.93,19.49,2.7,43.79,296.05
Nwoya,2020,5,27.79,19.49,134.1,80.87,326.55
Kole,2024,10,29.26,18.57,98.9,72.16,325.86
Kole,2022,9,27.99,17.49,135.7,75.47,319.62
Omoro,2020,4,30.11,20.21,201.3,69.03,288.86
Moyo,2024,3,35.12,22.68,46.0,47.97,329.86
Amuru,2022,4,29.59,19.56,112.6,70.63,284.39
Moyo,2020,11,28.29,19.69,112.4,73.83,311.61
Omoro,2024,12,32.54,19.28,12.6,47.45,330.85
Busia,2023,2,31.38,18.01,37.5,61.32,313.75
Kole,2020,10,26.88,18.32,194.7,82.71,311.22
Omoro,2020,9,27.3,18.49,196.9,82.03,321.18
Kole,2018,7,26.64,17.91,55.3,73.94,331.12
Omoro,2024,10,29.45,18.97,102.7,73.16,320.22
Amuru,2023,10,29.39,19.19,171.0,74.58,305.88
Amuru,2018,5,26.74,19.01,140.1,80.77,308.11
Busia,2018,7,25.23,16.25,69.5,79.06,310.95
Kole,2018,11,30.29,19.15,37.3,64.53,319.42
Kole,2023,2,33.92,20.3,14.9,34.86,294.09
Moyo,2024,8,27.16,18.89,187.9,80.68,276.69
Amuru,2024,11,28.63,18.59,106.1,73.8,314.89
Nwoya,2020,11,28.08,18.38,112.7,77.73,308.94
Amuru,2024,1,32.29,19.81,6.2,42.97,328.7
Kole,2023,11,29.01,18.48,93.2,71.8,296.87
Kole,2021,5,26.92,18.69,135.3,80.1,309.23
Busia,2020,9,27.23,16.91,156.9,79.8,317.66
Nwoya,2020,12,30.24,17.77,12.2,60.35,337.91
Nwoya,2024,9,29.24,18.85,107.9,75.33,312.17
Nwoya,2019,8,26.82,18.47,173.1,83.29,325.02
Amuru,2020,11,27.68,18.58,95.4,75.07,312.6
Kole,2019,6,26.57,18.54,235.1,82.9,287.61
Nwoya,2024,1,32.69,19.47,6.4,48.45,325.44
Amuru,2019,5,27.83,19.88,177.3,80.58,323.23
Nwoya,2024,8,27.86,18.31,166.7,79.84,287.8
Kole,2018,9,29.27,18.38,43.3,68.07,329.07
Omoro,2024,1,32.62,20.41,4.6,43.9,329.78
Busia,2022,2,27.96,17.05,80.9,76.68,291.27
Kole,2023,4,29.9,19.03,128.0,71.17,294.78
Busia,2023,8,28.76,16.94,69.8,72.45,340.3
Kole,2019,9,27.77,18.39,119.3,78.7,324.68
Amuru,2021,10,28.78,18.93,102.3,74.71,314.57
Nwoya,2022,10,29.05,18.72,125.9,74.52,317.88
Amuru,2020,8,26.43,18.26,174.7,82.06,320.39
Amuru,2022,5,28.41,19.24,113.0,74.26,317.11
Busia,2020,11,26.22,17.06,218.0,83.97,307.12
Moyo,2024,5,30.47,20.83,146.2,72.42,316.25
Busia,2023,6,26.88,16.9,122.6,81.47,320.21
Kole,2018,3,29.46,19.15,98.5,70.35,306.59
Busia,2020,2,28.38,17.76,104.8,75.69,315.79
Amuru,2020,4,29.45,20.09,151.7,71.0,296.77
Amuru,2019,2,34.01,21.4,14.0,40.61,303.61
Kole,2023,6,28.34,18.71,143.5,74.4,317.51
Kole,2022,3,33.26,20.02,49.0,51.23,328.27
Kole,2022,5,28.48,18.64,102.2,74.1,328.03
Kole,2020,7,26.34,18.03,207.9,81.19,286.87
Amuru,2019,8,26.28,18.29,194.9,83.87,321.69
Kole,2017,8,27.22,18.31,126.4,77.9,336.26
Omoro,2020,5,28.02,19.5,189.0,80.29,322.04
Busia,2020,5,25.99,17.62,230.2,86.84,308.81
Busia,2018,8,25.99,16.1,166.4,81.23,310.87
Nwoya,2024,5,29.65,20.15,91.1,74.39,308.58
Amuru,2017,4,31.44,20.85,95.4,62.07,329.4
Amuru,2021,9,27.05,18.44,194.6,82.13,301.54
Busia,2020,7,25.49,16.73,96.0,79.61,297.69
Moyo,2017,1,34.89,21.87,1.2,25.87,342.61
Omoro,2020,8,27.0,18.54,168.6,82.19,312.34
Amuru,2020,6,27.33,18.77,131.1,78.17,325.16
Busia,2020,3,27.02,17.97,321.0,84.32,310.96
Nwoya,2022,2,32.85,19.49,11.6,43.89,292.02
Amuru,2020,5,27.55,19.55,161.4,79.81,328.43
Amuru,2017,7,26.8,18.36,198.0,81.16,320.02
Kole,2023,10,29.8,19.04,173.0,72.39,321.56
Busia,2019,4,27.92,18.27,217.6,79.83,318.04
Kole,2024,5,29.17,19.7,158.5,75.52,310.76
Amuru,2018,1,32.14,19.77,0.0,34.13,338.74
Omoro,2020,12,30.4,18.33,4.8,55.61,334.17
Amuru,2018,4,27.23,19.3,191.7,80.1,267.36
Kole,2022,4,30.33,19.17,168.7,67.57,294.45
Moyo,2019,6,26.45,19.63,222.6,83.6,270.15
Amuru,2021,12,31.8,19.99,11.4,48.68,333.01
Nwoya,2020,3,30.83,20.62,84.2,70.94,323.81
Amuru,2019,12,27.83,18.95,64.5,71.13,323.18
Busia,2019,7,25.55,16.75,142.2,84.03,320.7
Nwoya,2019,6,26.57,18.9,192.7,83.83,290.1
Kole,2024,8,27.49,17.89,170.9,79.29,294.37
Moyo,2020,9,27.03,19.3,238.0,81.77,313.38
Amuru,2024,6,28.9,19.1,71.6,69.67,317.26
Busia,2023,7,27.42,16.39,58.9,74.55,336.68
Moyo,2019,10,26.67,19.23,282.1,85.61,303.78
Nwoya,2022,5,28.67,19.21,151.5,75.19,317.36
Kole,2022,8,26.84,17.46,183.2,79.61,306.4
Busia,2022,7,25.84,16.22,86.5,76.58,317.63
Busia,2018,12,26.63,17.19,233.0,80.58,319.97
Kole,2021,1,30.91,18.5,6.0,53.65,328.8
Moyo,2017,6,28.92,20.63,131.8,73.23,328.3
Kole,2017,4,31.47,20.21,105.5,62.77,333.87
Moyo,2020,7,26.31,19.09,233.6,81.9,288.5
Nwoya,2019,5,27.95,19.74,184.8,82.52,324.17
Moyo,2020,1,31.21,21.1,17.4,40.65,326.72
Kole,2017,2,33.0,20.37,18.2,45.57,311.59
Omoro,2024,6,29.49,19.18,62.1,69.83,327.88
Omoro,2020,10,27.6,18.68,222.6,82.52,302.48
Nwoya,2019,9,27.76,18.76,197.1,82.33,328.72
Nwoya,2022,8,27.06,17.78,164.8,79.68,306.35
Amuru,2017,2,33.04,21.16,8.7,44.14,313.88
Moyo,2020,12,30.48,19.84,3.8,53.0,337.53
Amuru,2023,2,34.13,20.77,7.1,31.61,292.39
Nwoya,2020,2,31.6,20.11,45.5,58.0,309.29
Moyo,2019,4,31.94,22.0,73.1,62.6,319.71
Kole,2018,2,34.22,21.06,9.4,38.14,297.25
Omoro,2024,7,28.3,18.79,163.2,77.1,302.35
Amuru,2022,10,28.34,18.69,142.3,73.9,316.31
Kole,2018,1,32.22,19.17,4.9,38.61,321.65
Nwoya,2020,6,27.68,19.06,67.6,77.6,319.18
Amuru,2019,9,27.12,18.8,207.0,81.27,326.62
Busia,2022,5,26.52,16.72,214.5,84.0,321.59
Moyo,2019,8,26.66,19.15,251.8,83.87,330.82
Kole,2024,12,31.75,18.42,19.0,50.71,329.3
Kole,2024,1,31.83,19.88,6.1,48.81,330.33
Busia,2024,10,28.59,16.92,203.5,79.19,333.57
Kole,2024,11,28.81,18.54,178.9,73.3,296.23
Kole,2020,2,31.01,19.64,34.9,58.62,315.63
Amuru,2022,12,29.26,18.39,27.8,61.03,324.22
Kole,2023,9,29.29,18.62,151.7,71.13,324.56
Busia,2024,2,28.84,17.82,93.6,75.34,312.65
Busia,2022,11,25.92,16.84,300.8,83.63,254.03
Nwoya,2024,10,28.63,18.75,136.2,78.03,317.54
Amuru,2023,7,28.25,18.43,105.5,71.06,328.75
Kole,2017,10,28.77,18.9,85.3,73.39,321.44
Kole,2018,8,27.09,17.84,138.8,76.65,325.98
Kole,2020,6,27.18,18.56,109.6,78.57,314.94
Amuru,2024,4,29.28,19.93,170.0,76.33,289.71
Omoro,2024,9,29.6,18.85,115.7,71.57,320.05
Nwoya,2019,2,34.56,20.93,18.9,43.57,302.74
Busia,2019,10,25.79,16.75,380.8,87.74,300.08
Moyo,2019,2,34.45,22.63,10.2,39.61,299.21
Kole,2021,7,27.09,18.1,66.9,72.48,293.73
Busia,2019,11,26.14,17.42,212.8,84.87,285.31
Kole,2020,4,29.55,19.57,150.2,72.17,281.29
Kole,2018,6,26.46,18.06,130.8,80.07,298.74
Busia,2018,6,25.12,16.52,123.2,83.67,310.48
Amuru,2022,8,26.47,17.64,210.3,81.0,301.08
Busia,2018,9,27.37,16.6,91.5,78.1,323.66
Kole,2021,12,32.88,20.08,5.1,44.1,320.12
Amuru,2018,3,29.5,19.66,74.8,71.52,295.2
Kole,2021,11,31.76,19.04,6.7,55.47,312.47
Moyo,2017,2,33.9,22.21,13.6,40.46,309.18
Kole,2022,1,32.41,19.23,24.6,42.16,301.78
Moyo,2017,12,33.14,20.77,2.4,37.55,326.02
Moyo,2017,5,29.48,21.04,86.4,72.9,340.59
Kole,2019,10,26.99,18.1,205.7,83.03,318.11
Nwoya,2020,9,27.12,18.51,190.5,82.6,316.84
Kole,2020,1,30.47,19.2,59.8,52.29,316.7
Kole,2022,6,27.45,17.85,55.5,72.33,316.89
Busia,2018,5,25.39,17.14,258.6,86.39,298.7
Kole,2023,3,29.98,19.06,141.6,67.55,285.02
Amuru,2018,8,26.62,18.07,122.0,78.1,330.97
Busia,2024,11,27.31,17.53,200.7,80.2,300.5
Kole,2018,10,29.05,18.75,134.6,71.71,325.15
Nwoya,2019,1,33.44,19.86,7.9,46.94,326.36
Amuru,2022,2,32.7,20.01,1.3,36.86,298.16
Amuru,2023,6,28.05,18.87,155.9,75.9,307.79
Amuru,2021,5,26.64,19.01,124.1,80.45,294.91
Kole,2018,5,26.62,18.77,178.8,81.77,315.92
Nwoya,2024,11,28.42,18.52,151.5,76.4,298.1
Amuru,2019,1,33.08,20.45,8.0,41.55,329.38
Busia,2020,8,26.81,16.66,108.5,80.74,326.09
Nwoya,2020,7,26.73,18.56,148.4,79.35,294.3
Omoro,2024,5,29.95,20.11,97.3,74.0,321.3
Kole,2019,3,33.55,20.44,15.1,47.26,342.44
Kole,2017,7,27.19,18.32,161.4,79.68,322.47
Amuru,2017,11,28.65,18.83,78.8,68.67,308.68
Omoro,2020,6,27.5,18.89,126.0,79.0,321.32
Amuru,2024,2,33.47,21.41,13.7,47.79,291.05
Kole,2020,9,27.27,18.12,163.5,81.23,316.64
Omoro,2020,11,28.4,18.66,78.6,73.9,317.02
Kole,2020,8,26.75,18.2,170.3,82.03,314.81
Moyo,2024,1,32.79,20.85,5.8,33.81,335.5
Nwoya,2022,3,32.58,20.37,63.2,54.0,324.74
Kole,2017,3,32.28,19.92,36.8,57.9,344.72
Amuru,2023,8,29.14,18.7,91.7,70.39,339.35
Kole,2021,2,32.41,19.64,1.1,41.36,302.75
Amuru,2021,7,26.26,18.13,89.3,75.23,297.33
Busia,2023,5,27.6,16.98,95.8,80.65,337.64
Omoro,2020,7,26.41,18.33,223.0,82.0,285.67
Moyo,2019,7,26.85,19.39,185.4,82.26,328.23
Amuru,2021,6,27.5,18.86,59.5,71.27,321.65
Nwoya,2019,10,26.75,18.53,282.3,85.71,302.82
Kole,2017,5,28.14,19.32,119.2,76.68,347.28
Nwoya,2020,8,27.42,18.57,219.1,80.74,318.59
Moyo,2017,8,26.92,19.31,239.1,81.16,336.04
Moyo,2020,2,32.29,22.03,20.2,47.72,310.03
Nwoya,2024,6,29.53,19.16,71.2,69.17,319.17
Nwoya,2019,4,30.94,20.51,73.1,70.63,316.3
Kole,2019,1,33.2,19.65,5.9,41.19,333.87
Omoro,2024,11,29.23,18.84,144.0,72.5,300.9
Busia,2022,1,28.9,16.97,89.1,67.81,319.81
Busia,2022,12,26.41,16.2,176.5,81.65,325.55
Kole,2019,12,27.81,18.21,68.2,73.32,316.74
Amuru,2021,11,30.59,19.36,20.9,60.23,322.46
Moyo,2017,7,27.33,19.4,201.5,80.65,312.92
Amuru,2020,10,26.78,18.58,216.9,82.9,294.78
Kole,2022,12,30.2,17.95,18.3,60.29,320.78
Busia,2020,12,26.93,16.76,98.5,79.42,340.79
Nwoya,2022,4,29.64,19.38,141.3,73.27,285.9
Kole,2020,12,30.0,17.54,5.9,58.77,331.83
Busia,2019,9,26.9,17.04,158.8,82.3,319.98
Moyo,2019,9,27.41,19.82,222.6,80.93,330.46
Kole,2019,8,26.84,18.19,187.7,81.71,330.01
Nwoya,2019,3,33.8,20.74,20.4,50.35,341.19
Nwoya,2024,7,28.56,18.84,166.0,76.35,300.53
Omoro,2020,1,30.93,19.8,44.4,50.68,314.02
Kole,2017,12,32.62,19.2,0.7,44.48,324.59
Amuru,2022,6,27.49,18.08,83.2,71.57,320.35
Amuru,2017,8,26.51,18.37,184.1,80.74,340.2
Amuru,2024,12,31.3,18.62,32.2,51.81,327.34
Kole,2024,6,28.97,18.8,54.4,69.9,320.99
Busia,2024,7,27.92,16.91,102.3,76.32,315.77
Kole,2023,5,29.48,18.83,94.7,73.32,329.77
Amuru,2024,8,27.08,18.01,176.9,80.71,287.12
Amuru,2017,9,26.92,18.6,211.8,81.8,304.47
Busia,2019,6,25.37,17.24,163.2,86.2,291.53
Moyo,2019,12,28.74,19.86,56.7,67.58,320.42
Amuru,2018,12,30.04,19.44,23.9,59.52,325.06
Busia,2019,5,26.35,17.74,316.2,87.03,312.68
Kole,2018,4,27.13,18.79,215.5,80.87,255.89
Amuru,2023,11,28.99,18.77,122.6,74.4,291.03
Amuru,2018,11,29.58,19.59,49.9,66.33,316.44
Amuru,2022,3,32.61,20.58,53.3,50.35,327.05
Nwoya,2024,4,29.49,19.91,114.0,77.9,285.11
Nwoya,2022,7,28.27,18.38,103.8,68.0,315.51
Amuru,2024,7,27.61,18.68,148.0,78.42,295.61
Kole,2024,4,29.38,19.74,163.8,76.07,290.85
Amuru,2022,7,27.52,18.16,106.5,70.77,316.94
Amuru,2019,10,26.48,18.26,223.4,84.97,313.03
Amuru,2019,11,27.61,18.98,123.7,76.17,303.66
Kole,2022,11,29.39,18.33,60.4,71.7,287.65
Moyo,2024,9,29.25,19.48,102.4,73.37,322.34
Busia,2019,3,30.55,18.12,89.9,69.61,347.51
Kole,2019,7,26.78,18.17,136.3,80.68,332.54
Busia,2024,12,27.82,17.51,117.5,74.71,335.14
Kole,2021,3,32.02,19.62,36.1,55.58,338.68
Busia,2023,4,26.89,17.22,319.2,83.5,276.89
Busia,2019,12,25.92,17.05,209.6,83.52,319.21
Amuru,2020,1,30.41,19.63,44.5,48.61,325.44
Kole,2022,10,29.84,18.44,92.9,67.55,323.94
Moyo,2017,4,32.68,21.95,87.3,58.13,332.1
Amuru,2021,8,27.43,18.34,115.0,74.77,334.72
Omoro,2020,2,31.72,20.29,25.4,56.03,313.7
Busia,2018,10,27.2,16.98,180.2,79.65,314.99
Kole,2021,10,29.83,18.8,123.0,70.03,322.07
Kole,2017,6,28.75,19.14,50.9,71.97,332.62
Busia,2020,1,27.14,17.35,189.0,76.35,311.8
Moyo,2020,6,27.82,19.76,109.3,77.57,315.85
Nwoya,2024,2,33.35,20.79,23.8,54.0,296.76
Busia,2023,10,28.78,17.13,234.7,80.42,315.36
Amuru,2019,7,26.26,18.32,149.7,82.65,322.53
Busia,2024,6,27.51,16.99,37.7,76.73,316.61
Busia,2018,1,28.28,16.91,43.6,70.55,346.39
Amuru,2024,9,29.23,18.88,115.4,72.03,320.02
Kole,2021,9,27.45,18.21,211.9,79.9,307.2
Busia,2024,8,28.44,16.4,98.3,75.29,327.14
Amuru,2024,3,34.44,21.46,57.0,50.71,334.05
Amuru,2023,5,29.08,19.31,71.5,73.74,330.95
Amuru,2017,6,28.03,19.31,62.5,73.33,331.73
Amuru,2023,3,29.93,19.53,164.8,67.19,283.65
Moyo,2024,11,28.87,19.09,107.1,71.07,306.19
Moyo,2017,9,27.36,19.8,246.7,81.6,310.35
Busia,2023,3,27.3,16.93,252.1,79.45,293.28
Amuru,2020,3,30.95,20.61,93.6,68.48,318.76
Amuru,2023,12,30.9,19.48,9.4,59.45,327.72
Kole,2017,1,34.06,19.39,1.8,30.94,344.35
Moyo,2024,2,33.67,22.19,33.5,44.28,296.73
Busia,2022,4,27.87,17.52,262.9,78.93,284.28
Busia,2018,3,26.74,17.12,239.6,81.58,296.19
Busia,2023,9,28.13,16.93,152.0,79.9,317.12
Busia,2023,12,27.5,17.42,110.0,81.13,320.96
Moyo,2019,5,29.08,20.85,128.6,77.68,325.56
Busia,2024,9,29.31,17.01,132.8,75.3,312.95
Omoro,2024,3,35.02,21.51,35.6,48.9,338.46
Kole,2022,7,27.27,17.86,122.9,71.87,316.59
Busia,2020,4,26.56,17.88,238.6,84.73,287.66
Moyo,2024,7,28.02,19.61,161.3,77.16,285.52
Busia,2019,8,26.07,16.79,166.6,83.45,332.95
Busia,2024,1,27.13,17.52,145.5,80.48,323.23
Busia,2019,2,31.25,18.56,55.4,61.89,316.15
Nwoya,2019,12,28.05,18.65,98.0,74.58,312.33
Kole,2024,3,34.44,20.85,18.5,50.65,343.71
Kole,2019,4,31.34,20.15,70.0,65.2,321.09
Omoro,2024,4,29.87,20.18,174.2,75.5,293.53
Kole,2024,7,28.35,18.51,172.1,75.65,296.77
Kole,2023,8,30.02,18.6,73.8,64.55,342.09
Amuru,2023,4,29.46,19.4,97.6,71.77,286.1
Moyo,2020,5,28.59,20.52,74.8,77.16,321.88
Busia,2022,9,26.89,15.81,137.2,82.0,312.74
Omoro,2024,8,27.57,18.2,168.1,79.97,289.06
Busia,2022,6,25.86,15.79,89.8,80.3,319.17
Busia,2018,11,27.4,17.39,198.9,79.13,320.9
Moyo,2019,3,34.42,22.56,7.6,41.97,341.51
Amuru,2020,9,26.51,18.24,204.1,82.63,317.8
Amuru,2017,1,34.48,20.52,2.4,27.1,342.29
Nwoya,2020,4,29.26,19.97,154.5,74.1,290.73
Busia,2018,2,31.65,19.24,61.3,59.18,313.54
Amuru,2022,1,31.66,19.68,24.8,43.03,312.66
Nwoya,2019,7,26.85,18.52,125.2,82.45,318.58
Amuru,2024,5,29.3,20.05,96.3,74.16,313.81
Amuru,2017,10,28.07,19.18,109.2,76.58,318.27
Amuru,2018,2,34.01,21.58,29.3,39.93,289.41
Amuru,2021,3,31.88,20.54,32.7,54.23,333.79
Amuru,2022,9,27.23,17.78,182.5,79.07,316.54
Amuru,2019,6,26.2,18.77,244.8,83.57,289.28
Moyo,2020,4,30.43,21.21,100.6,67.1,278.23
Omoro,2024,2,33.81,21.37,19.8,48.59,300.97
Amuru,2017,5,27.86,19.65,122.0,76.84,345.26
Kole,2017,9,27.7,18.37,202.3,79.47,318.53
Busia,2020,6,25.59,17.02,128.3,83.13,317.09
Busia,2024,3,30.26,18.08,129.9,72.68,343.91
Busia,2019,1,29.1,17.62,67.0,68.87,343.99
Moyo,2019,11,28.24,19.71,100.7,76.4,302.65
Nwoya,2022,6,27.96,18.07,81.5,72.47,320.55
Amuru,2023,9,29.05,18.83,141.4,73.27,312.72
Busia,2024,4,27.07,17.73,253.7,84.83,293.77
Moyo,2017,3,33.53,21.82,28.4,51.71,344.39
Kole,2024,9,29.44,18.63,68.7,69.93,319.9
Kole,2020,3,30.19,19.89,113.1,71.77,318.57
Nwoya,2020,10,27.05,18.73,245.8,84.23,294.96
Moyo,2020,3,32.35,21.76,48.8,62.35,321.61
Busia,2022,3,29.85,17.49,125.4,72.19,346.9
Amuru,2018,6,26.3,18.38,124.8,80.67,305.87
Busia,2024,5,27.59,17.82,144.9,81.45,327.47
Amuru,2020,7,25.85,18.21,200.4,81.9,286.7
Moyo,2024,4,30.59,20.61,137.2,72.93,283.23
Busia,2022,10,28.54,16.83,76.2,75.29,314.63
Moyo,2019,1,33.89,21.84,1.3,37.32,327.14
Kole,2023,1,32.53,18.56,0.7,40.29,333.25
Moyo,2024,10,28.72,19.47,122.8,75.74,315.52
Nwoya,2019,11,28.07,18.75,205.1,77.97,298.98
Kole,2020,5,27.65,19.12,187.7,81.68,325.05
Kole,2020,11,28.13,18.1,64.0,74.47,316.98
Kole,2023,7,28.31,18.15,64.6,69.35,339.96
Kole,2019,2,34.22,20.51,19.5,39.75,308.52
Nwoya,2022,12,29.65,17.88,34.9,65.74,315.41
Amuru,2017,3,32.71,21.0,26.9,52.52,347.29
Amuru,2018,7,26.59,18.05,69.2,72.71,328.12
Kole,2021,8,28.35,18.4,88.4,70.68,327.92
Moyo,2024,6,29.29,20.06,80.2,69.8,325.1
Amuru,2020,2,31.17,20.36,54.6,55.66,308.01
Kole,2019,11,27.88,18.46,119.0,75.07,301.69
Kole,2018,12,30.55,18.92,22.9,57.9,321.33
Moyo,2017,10,28.24,20.0,191.3,76.77,316.5
Moyo,2017,11,29.41,19.82,68.9,66.33,313.3
Omoro,2023,7,28.65,18.45,68.6,70.42,333.25
Isingiro,2025,1,29.58,17.36,10.8,66.97,337.66
Moyo,2018,6,26.65,19.51,168.7,80.0,296.2
Omoro,2018,6,26.63,18.48,103.7,80.5,300.19
Omoro,2022,2,33.04,20.03,0.0,40.39,300.65
Omoro,2023,9,29.46,18.91,159.5,71.97,324.07
Namayingo,2025,2,28.87,20.09,33.5,66.21,317.48
Moyo,2021,8,27.85,19.36,126.5,75.13,334.28
Kiryandongo,2025,3,32.4,20.36,111.3,58.0,310.59
Nwoya,2021,7,27.18,18.42,75.1,73.19,303.67
Butambala,2025,1,27.77,16.84,22.5,75.74,335.98
Omoro,2022,5,28.82,19.11,122.6,73.35,326.48
Nwoya,2017,9,27.47,18.74,175.5,82.13,301.88
Nwoya,2023,7,28.72,18.27,72.6,70.23,332.62
Moyo,2022,3,33.69,21.91,40.3,45.94,332.68
Nwoya,2021,6,27.81,18.78,54.7,71.9,325.33
Omoro,2018,9,29.64,18.92,42.8,67.17,326.6
Omoro,2017,1,34.59,20.17,1.3,29.06,345.45
Moyo,2022,4,30.43,20.33,73.9,69.2,281.72
Moyo,2023,10,29.45,19.96,189.6,74.71,301.5
Omoro,2019,7,26.85,18.6,117.3,81.42,331.11
Sembabule,2025,3,30.52,19.32,58.7,61.77,297.69
Omoro,2019,5,28.5,19.91,165.2,80.19,323.12
Omoro,2022,7,27.84,18.26,102.1,71.29,313.43
Omoro,2017,4,32.3,21.01,86.9,58.9,332.57
Moyo,2018,2,34.35,22.14,33.3,40.21,290.48
Moyo,2018,11,30.23,20.23,40.2,65.13,321.01
Moyo,2022,2,33.53,21.39,4.4,29.21,299.17
Nwoya,2018,12,30.16,19.07,32.0,64.29,319.46
Bukomansimbi,2025,3,29.43,19.15,79.4,68.55,296.85
Omoro,2023,3,30.41,19.74,152.8,66.1,282.81
Busia,2017,3,29.14,17.85,123.4,75.13,348.97
Moyo,2021,1,31.93,21.18,1.1,42.74,335.19
Nwoya,2018,4,27.28,19.19,171.4,82.23,257.65
Omoro,2017,12,33.12,19.85,0.1,40.9,324.34
Kalangala,2025,3,25.28,20.62,204.0,79.29,280.57
Nwoya,2017,1,35.05,20.08,3.4,28.84,345.68
Omoro,2022,3,33.45,20.67,43.6,49.55,328.3
Moyo,2023,7,28.26,19.25,97.4,72.68,329.83
Omoro,2019,8,26.99,18.55,161.9,82.1,325.33
Busia,2017,9,26.73,17.06,189.1,81.67,316.32
Omoro,2019,10,27.32,18.5,204.4,83.35,313.19
Nwoya,2018,5,26.91,18.96,104.4,81.32,305.79
Moyo,2022,11,28.23,19.01,68.2,75.33,295.55
Busia,2017,4,27.97,18.18,165.7,77.77,315.93
Omoro,2021,6,28.4,18.89,57.8,70.17,323.89
Lyantonde,2025,3,30.46,18.63,45.6,62.35,305.86
Moyo,2021,6,27.99,19.91,75.8,71.43,329.14
Moyo,2018,7,27.27,19.34,77.1,71.58,343.41
Nwoya,2021,8,27.99,18.5,104.1,74.81,332.58
Lyantonde,2025,1,31.18,17.75,30.4,58.23,332.07
Butambala,2025,2,29.3,17.86,45.4,70.61,309.49
Moyo,2022,5,29.1,20.14,109.0,72.87,307.19
Moyo,2021,3,33.11,21.91,19.6,48.55,332.76
Omoro,2017,7,27.29,18.66,152.4,80.39,323.51
Bundibugyo,2025,1,33.95,21.35,8.6,44.16,339.55
Moyo,2018,4,28.43,20.14,173.5,78.2,268.52
Moyo,2023,9,28.84,19.44,101.9,74.07,315.02
Moyo,2022,7,27.45,19.05,135.0,73.45,308.64
Busia,2017,8,26.32,17.08,148.8,80.03,320.72
Namisindwa,2025,2,21.83,11.1,10.2,53.89,318.04
Omoro,2017,8,27.32,18.56,131.8,79.42,336.09
Omoro,2018,2,34.62,21.52,13.8,38.36,292.23
Nwoya,2021,12,32.45,19.89,6.3,51.55,327.88
Moyo,2022,6,27.9,19.03,101.7,71.67,322.85
Omoro,2023,2,34.53,20.95,14.5,32.0,300.49
Nwoya,2023,4,29.17,19.12,128.7,76.57,278.46
Moyo,2021,4,30.22,20.47,81.6,71.73,310.35
Omoro,2021,7,27.23,18.52,90.8,73.42,290.8
Omoro,2018,11,30.72,19.73,54.8,62.53,321.07
Nwoya,2017,6,29.05,19.52,71.2,72.77,333.37
Omoro,2019,4,31.82,20.75,57.0,64.0,324.89
Busia,2021,10,27.77,16.98,155.0,79.13,324.08
Namayingo,2025,3,26.94,20.14,202.2,75.94,311.08
Nwoya,2018,9,28.96,18.81,105.5,74.37,319.05
