district,date,temp_max,temp_min,precipitation,humidity,sunshine,month
Alebtong,2025-05-14,27.9,19.3,0.8,79,28572.75,2025_05
Alebtong,2025-05-15,29.3,18.2,0.1,72,39875.57,2025_05
Alebtong,2025-05-16,30.1,19.6,0.3,73,40377.18,2025_05
Alebtong,2025-05-17,31.3,19.4,0.0,68,40378.28,2025_05
Alebtong,2025-05-18,32.0,19.4,0.0,66,40816.3,2025_05
Alebtong,2025-05-19,30.5,19.5,0.6,70,40818.23,2025_05
Alebtong,2025-05-20,28.9,20.0,21.8,77,35478.61,2025_05
Alebtong,2025-05-21,28.4,19.1,13.8,82,40712.31,2025_05
Alebtong,2025-05-22,27.7,18.6,7.7,86,33153.95,2025_05
Alebtong,2025-05-23,28.6,18.7,0.2,78,40495.2,2025_05
Alebtong,2025-05-24,29.4,19.3,3.0,78,39832.7,2025_05
Alebtong,2025-05-25,28.8,19.0,1.6,79,39600.0,2025_05
Alebtong,2025-05-26,27.7,19.5,1.1,78,34206.29,2025_05
Alebtong,2025-05-27,28.5,19.1,4.2,77,33388.64,2025_05
Alebtong,2025-05-28,28.7,17.9,0.2,77,40052.19,2025_05
Alebtong,2025-05-29,29.2,18.6,1.9,71,40839.49,2025_05
Alebtong,2025-05-30,28.9,19.0,2.6,75,38467.73,2025_05
Alebtong,2025-05-31,29.8,18.3,25.7,77,39845.73,2025_05
Amolatar,2025-05-01,28.5,20.8,13.0,77,39524.85,2025_05
Amolatar,2025-05-02,28.8,20.7,1.9,77,37274.91,2025_05
Amolatar,2025-05-03,29.8,19.8,20.8,74,40748.88,2025_05
Amolatar,2025-05-04,26.6,20.4,6.1,82,28065.23,2025_05
Amolatar,2025-05-05,28.0,20.3,1.2,79,40652.01,2025_05
Amolatar,2025-05-06,28.2,19.8,8.7,80,28653.47,2025_05
Amolatar,2025-05-07,24.2,19.1,16.8,87,15944.79,2025_05
Amolatar,2025-05-08,26.5,20.0,0.4,81,38711.11,2025_05
Amolatar,2025-05-09,27.2,19.8,0.8,82,40007.73,2025_05
Amolatar,2025-05-10,28.3,20.2,0.0,79,41230.64,2025_05
Amolatar,2025-05-11,29.0,19.6,0.0,75,41344.92,2025_05
Amolatar,2025-05-12,28.9,20.1,2.0,78,39905.3,2025_05
Amolatar,2025-05-13,27.7,20.8,1.6,75,41017.28,2025_05
Amolatar,2025-05-14,26.4,20.0,6.0,84,36625.43,2025_05
Amolatar,2025-05-15,28.0,19.7,1.3,80,41131.75,2025_05
Amolatar,2025-05-16,28.1,20.9,2.5,79,40798.61,2025_05
Amolatar,2025-05-17,28.8,20.0,0.2,75,41245.01,2025_05
Amolatar,2025-05-18,29.5,20.5,0.1,73,41021.97,2025_05
Amolatar,2025-05-19,29.1,21.1,2.7,78,41021.6,2025_05
Amolatar,2025-05-20,28.0,21.4,2.7,79,40150.34,2025_05
Amolatar,2025-05-21,27.9,19.7,6.7,76,41131.96,2025_05
Amolatar,2025-05-22,27.7,20.1,2.5,80,40005.47,2025_05
Amolatar,2025-05-23,27.4,20.1,0.4,79,39315.66,2025_05
Amolatar,2025-05-24,28.6,20.4,2.9,78,39996.96,2025_05
Amolatar,2025-05-25,28.1,20.8,2.8,79,40444.95,2025_05
Amolatar,2025-05-26,27.8,19.6,10.8,79,33189.06,2025_05
Amolatar,2025-05-27,28.9,19.8,9.0,75,40663.36,2025_05
Amolatar,2025-05-28,28.5,20.1,3.7,75,40202.25,2025_05
Amolatar,2025-05-29,28.4,21.0,0.5,74,40652.99,2025_05
Amolatar,2025-05-30,26.5,19.8,4.6,81,21579.15,2025_05
Amolatar,2025-05-31,28.9,20.1,0.4,75,40639.96,2025_05
Amudat,2025-05-01,30.9,20.0,0.4,62,39866.29,2025_05
Amudat,2025-05-02,32.5,19.7,0.0,55,40423.83,2025_05
Amudat,2025-05-03,31.7,20.1,4.3,50,39960.68,2025_05
Amudat,2025-05-04,29.1,19.4,3.0,60,35008.23,2025_05
Amudat,2025-05-05,26.0,19.8,9.2,67,23572.62,2025_05
Amudat,2025-05-06,28.1,18.8,7.2,72,32908.36,2025_05
Amudat,2025-05-07,25.4,18.8,13.3,82,27340.67,2025_05
Amudat,2025-05-08,24.6,18.1,1.4,83,37657.0,2025_05
Amudat,2025-05-09,27.6,18.5,0.2,75,39600.0,2025_05
Amudat,2025-05-10,28.9,18.4,0.0,69,40333.39,2025_05
Amudat,2025-05-11,30.5,18.0,0.0,62,40241.94,2025_05
Amudat,2025-05-12,30.0,17.3,0.1,63,39873.86,2025_05
Amudat,2025-05-13,29.9,18.4,9.3,69,39600.0,2025_05
Amudat,2025-05-14,28.0,18.9,0.1,72,40151.89,2025_05
Amudat,2025-05-15,29.3,18.3,0.1,69,39967.64,2025_05
Amudat,2025-05-16,29.7,18.3,0.0,67,39875.53,2025_05
Amudat,2025-05-17,32.1,18.5,0.0,54,40154.29,2025_05
Amudat,2025-05-18,32.6,18.0,0.0,50,40062.15,2025_05
Amudat,2025-05-19,32.2,19.4,0.1,48,39783.24,2025_05
Amudat,2025-05-20,31.6,20.6,0.2,50,39970.1,2025_05
Amudat,2025-05-21,30.2,19.3,0.9,58,40064.2,2025_05
Amudat,2025-05-22,29.2,19.6,6.5,68,39600.0,2025_05
Amudat,2025-05-23,30.4,19.1,0.8,65,39783.01,2025_05
Amudat,2025-05-24,31.2,19.8,0.1,55,39782.82,2025_05
Amudat,2025-05-25,31.8,20.2,1.7,54,39877.35,2025_05
Amudat,2025-05-26,30.7,20.1,0.1,51,40162.6,2025_05
Amudat,2025-05-27,31.1,19.7,0.1,52,40068.16,2025_05
Amudat,2025-05-28,30.9,19.7,0.4,52,39973.01,2025_05
Amudat,2025-05-29,32.3,20.4,0.0,46,39877.09,2025_05
Amudat,2025-05-30,31.7,20.2,0.0,44,40069.99,2025_05
Amudat,2025-05-31,30.9,19.4,0.3,51,39600.0,2025_05
Amuria,2025-05-01,31.3,20.0,7.5,71,33356.49,2025_05
Amuria,2025-05-02,30.8,19.4,0.8,72,40782.84,2025_05
Amuria,2025-05-03,30.1,19.4,9.3,79,38130.08,2025_05
Amuria,2025-05-04,26.9,19.3,5.7,84,34545.8,2025_05
Amuria,2025-05-05,28.1,18.1,7.6,84,35357.38,2025_05
Amuria,2025-05-06,27.4,19.2,21.4,87,32742.95,2025_05
Amuria,2025-05-07,25.4,19.0,13.2,89,19910.39,2025_05
Amuria,2025-05-08,27.1,18.1,4.7,84,35313.37,2025_05
Amuria,2025-05-09,28.2,18.3,0.9,79,39840.5,2025_05
Amuria,2025-05-10,29.7,17.8,0.1,72,40893.54,2025_05
Amuria,2025-05-11,29.8,18.0,0.0,69,40684.21,2025_05
Amuria,2025-05-12,28.9,19.0,2.5,78,40158.66,2025_05
Amuria,2025-05-13,28.8,18.5,0.7,75,40475.83,2025_05
Amuria,2025-05-14,27.4,19.3,0.4,75,31386.02,2025_05
Amuria,2025-05-15,29.1,18.4,0.2,73,40583.86,2025_05
Amuria,2025-05-16,30.4,19.4,0.5,74,40161.91,2025_05
Amuria,2025-05-17,30.8,18.7,0.0,68,40480.66,2025_05
Amuria,2025-05-18,31.1,19.1,0.0,66,40269.61,2025_05
Amuria,2025-05-19,31.0,19.9,1.2,67,40483.28,2025_05
Amuria,2025-05-20,30.3,20.5,8.2,75,40271.47,2025_05
Amuria,2025-05-21,29.1,19.1,11.8,80,40272.39,2025_05
Amuria,2025-05-22,28.7,18.2,8.0,84,34476.23,2025_05
Amuria,2025-05-23,28.8,18.9,0.1,76,39737.75,2025_05
Amuria,2025-05-24,29.1,19.7,8.0,77,39952.41,2025_05
Amuria,2025-05-25,30.0,19.5,2.3,77,39952.45,2025_05
Amuria,2025-05-26,27.7,19.3,1.0,76,32968.62,2025_05
Amuria,2025-05-27,29.6,19.2,8.6,79,38203.59,2025_05
Amuria,2025-05-28,29.8,17.8,0.3,72,39999.06,2025_05
Amuria,2025-05-29,30.0,18.9,10.3,67,40606.28,2025_05
Amuria,2025-05-30,28.7,18.9,2.0,78,40161.86,2025_05
Amuria,2025-05-31,30.0,18.9,13.0,75,40170.7,2025_05
Amuru,2025-05-01,29.9,19.4,4.0,74,39425.21,2025_05
Amuru,2025-05-02,30.0,19.5,0.5,74,41383.77,2025_05
Amuru,2025-05-03,29.4,19.5,0.5,71,41155.12,2025_05
Amuru,2025-05-04,28.7,18.6,3.0,76,34857.57,2025_05
Amuru,2025-05-05,29.5,18.1,0.2,71,40218.52,2025_05
Amuru,2025-05-06,27.2,18.6,8.1,86,16199.38,2025_05
Amuru,2025-05-07,25.2,18.8,14.7,91,16558.94,2025_05
Amuru,2025-05-08,27.7,18.3,4.9,84,36249.36,2025_05
Amuru,2025-05-09,28.0,19.1,14.0,87,35626.27,2025_05
Amuru,2025-05-10,29.2,18.4,0.2,78,41545.84,2025_05
Amuru,2025-05-11,29.1,18.9,0.5,72,41334.77,2025_05
Amuru,2025-05-12,28.5,19.4,0.9,73,40140.71,2025_05
Amuru,2025-05-13,28.2,19.7,1.0,79,37419.77,2025_05
Amuru,2025-05-14,27.0,18.5,0.9,87,37439.17,2025_05
Amuru,2025-05-15,28.7,18.4,0.0,75,35091.58,2025_05
Amuru,2025-05-16,27.7,19.6,2.3,79,38122.6,2025_05
Amuru,2025-05-17,29.7,19.0,0.1,74,40874.81,2025_05
Amuru,2025-05-18,30.7,19.6,0.0,68,41576.21,2025_05
Amuru,2025-05-19,29.7,19.1,0.0,70,41579.53,2025_05
Amuru,2025-05-20,28.1,19.8,1.3,78,40834.96,2025_05
Amuru,2025-05-21,28.0,18.2,4.9,85,40877.12,2025_05
Amuru,2025-05-22,27.3,18.4,14.1,90,38472.32,2025_05
Amuru,2025-05-23,27.9,18.7,0.4,85,37164.25,2025_05
Amuru,2025-05-24,28.3,19.3,4.4,76,40751.38,2025_05
Amuru,2025-05-25,28.7,18.9,1.2,79,38197.8,2025_05
Amuru,2025-05-26,26.6,18.9,3.8,81,37948.22,2025_05
Amuru,2025-05-27,27.6,19.3,1.5,79,35164.19,2025_05
Amuru,2025-05-28,28.8,18.1,0.1,74,41480.09,2025_05
Amuru,2025-05-29,28.7,19.0,0.9,70,41353.45,2025_05
Amuru,2025-05-30,28.1,18.5,1.1,72,41473.82,2025_05
Amuru,2025-05-31,28.9,18.8,0.9,76,40722.73,2025_05
Apac,2025-05-01,29.7,20.0,10.8,75,33760.6,2025_05
Apac,2025-05-02,29.2,19.6,0.5,76,39536.92,2025_05
Apac,2025-05-03,30.3,19.2,9.9,68,41168.66,2025_05
Apac,2025-05-04,28.0,20.1,5.7,80,26804.64,2025_05
Apac,2025-05-05,30.1,18.8,4.7,73,38107.42,2025_05
Apac,2025-05-06,28.3,19.9,3.9,78,33053.12,2025_05
Apac,2025-05-07,25.8,19.5,10.3,83,17440.67,2025_05
Apac,2025-05-08,27.2,19.8,3.2,80,31808.3,2025_05
Apac,2025-05-09,28.6,19.3,4.0,79,39523.57,2025_05
Apac,2025-05-10,30.3,20.0,0.9,73,40869.02,2025_05
Apac,2025-05-11,31.2,18.9,0.0,69,41215.41,2025_05
Apac,2025-05-12,31.1,20.0,1.1,69,40190.46,2025_05
Apac,2025-05-13,29.7,21.0,0.8,69,40993.24,2025_05
Apac,2025-05-14,29.6,20.4,7.7,77,27151.94,2025_05
Apac,2025-05-15,30.4,18.5,0.5,72,40424.36,2025_05
Apac,2025-05-16,30.4,20.2,6.5,71,40195.49,2025_05
Apac,2025-05-17,31.5,20.2,0.0,67,41229.7,2025_05
Apac,2025-05-18,31.9,20.4,0.0,61,41115.43,2025_05
Apac,2025-05-19,32.3,20.4,0.5,65,41346.25,2025_05
Apac,2025-05-20,28.4,21.7,6.4,73,40768.96,2025_05
Apac,2025-05-21,28.1,19.2,6.7,77,37709.04,2025_05
Apac,2025-05-22,27.2,19.6,6.9,82,36969.38,2025_05
Apac,2025-05-23,28.2,18.8,0.4,79,40716.85,2025_05
Apac,2025-05-24,29.2,19.4,1.1,73,40761.32,2025_05
Apac,2025-05-25,27.7,19.8,6.5,79,40875.04,2025_05
Apac,2025-05-26,28.1,20.0,2.1,76,27827.71,2025_05
Apac,2025-05-27,29.1,19.8,3.5,76,36947.63,2025_05
Apac,2025-05-28,28.1,18.9,0.8,76,36789.99,2025_05
Apac,2025-05-29,29.4,20.1,0.4,71,41095.19,2025_05
Apac,2025-05-30,28.6,19.8,7.4,74,25563.58,2025_05
Apac,2025-05-31,30.3,19.8,0.2,71,41085.0,2025_05
Arua,2025-05-01,28.9,19.7,0.0,67,40393.64,2025_05
Arua,2025-05-02,29.4,20.0,1.6,68,38033.09,2025_05
Arua,2025-05-03,30.2,18.1,0.4,61,41305.09,2025_05
Arua,2025-05-04,29.4,19.5,2.1,61,38343.64,2025_05
Arua,2025-05-05,29.0,18.8,2.2,67,38269.38,2025_05
Arua,2025-05-06,27.1,18.7,1.2,74,33517.12,2025_05
Arua,2025-05-07,25.1,18.3,4.0,81,15818.82,2025_05
Arua,2025-05-08,27.1,18.2,0.0,73,33684.29,2025_05
Arua,2025-05-09,29.2,18.1,1.6,70,41552.12,2025_05
Arua,2025-05-10,30.7,18.7,0.6,69,41556.54,2025_05
Arua,2025-05-11,30.7,19.5,0.0,53,41560.88,2025_05
Arua,2025-05-12,30.1,18.8,0.3,60,39588.46,2025_05
Arua,2025-05-13,30.7,19.7,0.2,61,38936.08,2025_05
Arua,2025-05-14,28.3,19.2,3.5,77,38027.3,2025_05
Arua,2025-05-15,29.0,18.5,0.1,71,41577.13,2025_05
Arua,2025-05-16,29.9,19.1,0.5,64,41580.93,2025_05
Arua,2025-05-17,31.2,19.2,0.0,60,41584.61,2025_05
Arua,2025-05-18,31.4,19.2,0.0,59,41588.19,2025_05
Arua,2025-05-19,31.8,20.2,0.0,51,41591.64,2025_05
Arua,2025-05-20,30.2,20.4,0.8,60,41402.02,2025_05
Arua,2025-05-21,28.7,19.1,6.8,70,38053.41,2025_05
Arua,2025-05-22,27.6,18.9,7.4,80,31396.56,2025_05
Arua,2025-05-23,27.2,18.5,1.0,77,31461.78,2025_05
Arua,2025-05-24,29.8,19.0,0.0,61,41607.17,2025_05
Arua,2025-05-25,29.5,18.9,0.5,65,35779.76,2025_05
Arua,2025-05-26,29.4,18.3,2.5,71,39837.84,2025_05
Arua,2025-05-27,27.3,19.3,2.3,71,37815.06,2025_05
Arua,2025-05-28,29.0,18.5,0.4,68,37236.31,2025_05
Arua,2025-05-29,29.1,18.4,0.7,66,40987.84,2025_05
Arua,2025-05-30,29.3,18.7,0.4,62,41622.55,2025_05
Arua,2025-05-31,30.1,18.9,0.0,64,38448.22,2025_05
Budaka,2025-05-01,28.4,18.7,1.2,83,32000.5,2025_05
Budaka,2025-05-02,28.2,18.2,3.4,80,40352.77,2025_05
Budaka,2025-05-03,28.3,18.6,3.4,81,40554.12,2025_05
Budaka,2025-05-04,26.3,18.1,15.8,86,22847.4,2025_05
Budaka,2025-05-05,25.8,18.2,6.4,83,33062.58,2025_05
Budaka,2025-05-06,26.8,18.1,12.5,83,37648.66,2025_05
Budaka,2025-05-07,24.8,18.4,30.0,91,16145.34,2025_05
Budaka,2025-05-08,24.9,18.5,19.7,89,28947.56,2025_05
Budaka,2025-05-09,25.9,18.2,2.5,86,40054.32,2025_05
Budaka,2025-05-10,27.6,18.4,4.9,81,40456.93,2025_05
Budaka,2025-05-11,27.3,17.7,3.0,84,40357.84,2025_05
Budaka,2025-05-12,26.4,17.7,5.6,85,32554.98,2025_05
Budaka,2025-05-13,26.3,18.3,12.1,84,36877.64,2025_05
Budaka,2025-05-14,25.8,17.6,9.9,86,38265.49,2025_05
Budaka,2025-05-15,27.1,18.0,9.6,86,39860.95,2025_05
Budaka,2025-05-16,27.1,18.3,4.0,85,39629.99,2025_05
Budaka,2025-05-17,27.8,17.8,1.7,83,40463.66,2025_05
Budaka,2025-05-18,28.3,18.2,2.9,80,40364.42,2025_05
Budaka,2025-05-19,26.9,19.2,3.7,81,40365.52,2025_05
Budaka,2025-05-20,26.7,19.5,7.3,83,35300.42,2025_05
Budaka,2025-05-21,27.1,18.9,15.0,82,40165.85,2025_05
Budaka,2025-05-22,26.0,18.4,9.6,88,39011.41,2025_05
Budaka,2025-05-23,27.1,18.5,10.8,84,40471.66,2025_05
Budaka,2025-05-24,27.5,18.6,2.6,82,39964.8,2025_05
Budaka,2025-05-25,27.3,18.6,8.3,79,39600.0,2025_05
Budaka,2025-05-26,26.3,18.5,8.5,84,37493.79,2025_05
Budaka,2025-05-27,27.1,18.5,18.1,82,38384.03,2025_05
Budaka,2025-05-28,27.2,17.8,3.3,84,39657.05,2025_05
Budaka,2025-05-29,27.8,18.4,9.1,80,39862.27,2025_05
Budaka,2025-05-30,26.8,18.1,11.7,87,36356.2,2025_05
Budaka,2025-05-31,27.1,18.0,9.2,81,39757.45,2025_05
Bududa,2025-05-01,26.2,18.5,0.0,75,31279.69,2025_05
Bududa,2025-05-02,25.3,16.8,6.9,81,34690.71,2025_05
Bududa,2025-05-03,25.0,16.8,18.1,82,39859.36,2025_05
Bududa,2025-05-04,24.1,17.3,17.6,86,33499.74,2025_05
Bududa,2025-05-05,24.2,17.0,15.7,88,34075.52,2025_05
Bududa,2025-05-06,25.2,17.6,6.6,84,36000.0,2025_05
Bududa,2025-05-07,22.1,17.0,16.6,93,8496.16,2025_05
Bududa,2025-05-08,22.0,17.5,12.5,90,16005.22,2025_05
Bududa,2025-05-09,25.0,16.8,1.2,78,33388.54,2025_05
Bududa,2025-05-10,25.2,17.4,18.1,83,39035.54,2025_05
Bududa,2025-05-11,25.9,17.7,12.7,81,39493.73,2025_05
Bududa,2025-05-12,26.0,15.9,11.8,83,32400.0,2025_05
Bududa,2025-05-13,26.0,17.3,6.1,82,35166.48,2025_05
Bududa,2025-05-14,24.6,17.5,8.1,82,35349.34,2025_05
Bududa,2025-05-15,24.9,17.8,8.3,80,35653.69,2025_05
Bududa,2025-05-16,24.1,17.5,10.1,84,39600.0,2025_05
Bududa,2025-05-17,26.0,17.5,4.5,80,40353.66,2025_05
Bududa,2025-05-18,26.3,16.1,1.5,80,39869.8,2025_05
Bududa,2025-05-19,26.7,16.5,7.8,85,37806.03,2025_05
Bududa,2025-05-20,26.9,16.4,4.9,79,36968.18,2025_05
Bududa,2025-05-21,25.6,17.5,17.5,82,32959.24,2025_05
Bududa,2025-05-22,24.8,17.0,27.0,87,39852.08,2025_05
Bududa,2025-05-23,26.4,16.6,10.1,82,33108.52,2025_05
Bududa,2025-05-24,26.6,18.2,12.4,81,39674.61,2025_05
Bududa,2025-05-25,26.2,17.3,9.3,83,32907.3,2025_05
Bududa,2025-05-26,24.6,17.6,18.7,84,33617.23,2025_05
Bududa,2025-05-27,25.4,17.7,15.2,82,39844.59,2025_05
Bududa,2025-05-28,25.9,16.6,7.3,79,39243.04,2025_05
Bududa,2025-05-29,26.7,18.1,6.1,75,39970.3,2025_05
Bududa,2025-05-30,25.0,17.0,4.5,85,34128.07,2025_05
Bududa,2025-05-31,26.4,18.1,9.2,80,39720.84,2025_05
Bugiri,2025-05-01,27.7,18.5,2.7,82,35832.36,2025_05
Bugiri,2025-05-02,27.8,18.2,9.5,84,36674.86,2025_05
Bugiri,2025-05-03,27.7,18.0,1.4,81,38713.71,2025_05
Bugiri,2025-05-04,25.8,18.5,9.8,87,27862.76,2025_05
Bugiri,2025-05-05,24.5,17.8,5.4,87,35704.8,2025_05
Bugiri,2025-05-06,25.7,17.8,9.1,86,33412.05,2025_05
Bugiri,2025-05-07,24.6,18.2,11.7,89,14855.05,2025_05
Bugiri,2025-05-08,24.1,18.2,14.9,91,26481.01,2025_05
Bugiri,2025-05-09,26.1,18.1,4.3,85,35197.2,2025_05
Bugiri,2025-05-10,27.0,17.5,3.5,86,40558.07,2025_05
Bugiri,2025-05-11,26.7,17.2,4.4,85,40358.54,2025_05
Bugiri,2025-05-12,26.7,18.8,8.4,86,36000.0,2025_05
Bugiri,2025-05-13,25.5,18.2,3.2,83,36538.21,2025_05
Bugiri,2025-05-14,26.2,18.0,15.4,89,39600.0,2025_05
Bugiri,2025-05-15,27.1,17.8,3.9,86,38679.9,2025_05
